suite,fid,iid,ela_level.mmce_qda_50,ic.eps.max,disp.ratio_mean_02,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.intercept,ela_level.mmce_lda_25,disp.diff_median_02,ela_level.mmce_qda_25,ela_level.lda_qda_25,disp.diff_median_10,ela_level.lda_mda_25,ela_level.lda_qda_50,disp.diff_median_25,ela_level.lda_mda_50,ela_distr.number_of_peaks,disp.ratio_mean_05,disp.diff_mean_05,ela_level.lda_mda_10,ela_distr.skewness,pca.expl_var.cov_x,pca.expl_var_PC1.cov_init,ela_level.mmce_lda_50,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,ic.m0,ela_level.lda_qda_10,disp.ratio_median_05,disp.diff_mean_25,ela_level.mmce_lda_10,ela_level.qda_mda_25,ela_meta.lin_simple.coef.min,disp.diff_median_05,disp.ratio_mean_25,pca.expl_var.cor_init,pca.expl_var.cov_init,ela_level.qda_mda_50,ic.h.max,ela_meta.lin_simple.adj_r2,ela_meta.quad_simple.cond,nbc.nn_nb.cor,nbc.nb_fitness.cor,ela_meta.quad_simple.adj_r2,ela_distr.kurtosis,ela_level.qda_mda_10,ela_level.mmce_qda_10,pca.expl_var.cor_x,ic.eps.ratio,ela_level.mmce_mda_10,disp.ratio_mean_10,pca.expl_var_PC1.cov_x,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_02,ela_level.mmce_mda_25,ela_meta.quad_w_interact.adj_r2,pca.expl_var_PC1.cor_init,nbc.dist_ratio.coeff_var,nbc.nn_nb.sd_ratio,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max,nbc.nn_nb.mean_ratio,ela_level.mmce_mda_50,disp.diff_mean_10,cluster
bbob,15,1,0.1407,23.247,0.67745,0.12,1975.0056,0.1915,-4.12575,0.1175499999999999,1.6306500000000002,-2.6725000000000003,1.2092,1.48275,-1.76645,1.1865,3.0,0.74195,-3.26925,1.06455,2.3807,0.9,0.9998,0.21055,0.78945,0.86085,-4.08575,0.5467500000000001,1.4698,0.7403500000000001,-1.758,0.09745,0.7428,2.5161,-3.2953,0.8612,0.9091,0.0909,0.7987,0.80735,0.4709,3.41535,0.106,-0.3174,0.6638999999999999,10.5271,0.71965,0.06605,0.9,1.6867,0.0917,0.79095,0.12,35.28335,0.6749499999999999,0.1601,0.8763000000000001,0.1566,0.062,0.11715,0.64025,89.41579999999999,0.9667,0.1762,-2.6485,1
bbob,15,2,0.12385,25.4921,0.6988,0.1216,1344.6405,0.16875,-3.8646,0.10275,1.6507,-2.4724,1.2296,1.4238499999999998,-1.59645,1.18845,5.0,0.7564500000000001,-3.08485,1.0901999999999998,6.4755,0.9,1.0,0.1779,0.80515,0.8742,-3.8152,0.5378499999999999,1.63015,0.7545999999999999,-1.58745,0.09115,0.7423500000000001,2.1275,-3.1134500000000003,0.87465,0.9091,0.0909,0.8378,0.7912,0.4547,7.0085,0.09845,-0.2375499999999999,0.5572,114.7387,0.6771,0.0565,0.9,1.7467,0.0837,0.80625,0.1216,102.42795,0.6953499999999999,0.1372,0.8505,0.15395,0.065,0.1084,0.70655,210.20175,0.9642,0.14915,-2.4545000000000003,1
bbob,15,3,0.10425,40.421,0.69435,0.11965,1941.1967,0.14555,-3.88615,0.0959,1.52535,-2.3863000000000003,1.18135,1.2597,-1.46555,1.1174,3.0,0.7636499999999999,-2.99405,1.10075,6.9788,0.9,1.0,0.13215,0.81195,0.8845000000000001,-3.87155,0.53235,1.5666,0.76105,-1.45635,0.0824,0.77645,50.3092,-3.03205,0.88505,0.9091,0.0909,0.8956500000000001,0.7777000000000001,0.48325,8.7247,0.0986499999999999,-0.225,0.5513,91.5204,0.70475,0.0527,0.9,1.967,0.0744499999999999,0.8140000000000001,0.11965,7.2322,0.6938500000000001,0.1238499999999999,0.8186,0.1548,0.0672,0.10565,0.70175,364.7456,0.96185,0.1158,-2.3558,1
bbob,15,4,0.12755,19.3324,0.6918,0.1210499999999999,830.6089,0.17645,-3.96645,0.1065,1.6373,-2.53665,1.19335,1.413,-1.6545999999999998,1.1628500000000002,2.0,0.75255,-3.1347,1.08725,1.8407,0.9,0.9996,0.1803,0.8001,0.86955,-3.90395,0.543,1.6179,0.7493000000000001,-1.6468,0.09805,0.7306999999999999,1.38355,-3.1823,0.87,0.9091,0.0909,0.82595,0.8164,0.5617,3.1901,0.1068,-0.3275,0.7429,5.6745,0.66595,0.06055,0.9,1.5465,0.0899,0.8017,0.1210499999999999,60.90735,0.6874,0.14635,0.9181,0.16065,0.06265,0.1159999999999999,0.7148000000000001,81.0353,0.96615,0.15595,-2.5121,1
bbob,15,5,0.1528999999999999,20.722,0.68255,0.12005,733.0320999999999,0.21625,-4.0753,0.13085,1.65395,-2.7243500000000003,1.18995,1.7312,-1.82225,1.27295,3.0,0.741,-3.28065,1.04525,3.5602,0.9,0.9998,0.2664999999999999,0.7853,0.85645,-4.0211,0.54955,1.43025,0.7377,-1.8095,0.1027,0.72235,1.35925,-3.32845,0.85715,0.9091,0.0909,0.7295499999999999,0.80915,0.33485,2.72715,0.1113,-0.3016999999999999,0.53825,27.27615,0.73,0.07155,0.9,1.6266,0.0978499999999999,0.7868999999999999,0.12005,49.0632,0.6789000000000001,0.1810999999999999,0.81875,0.14425,0.0608999999999999,0.1232999999999999,0.5683,65.6137,0.96785,0.20915,-2.6996,1
bbob,16,1,0.50315,4.223,0.99975,0.1201,155.3509,0.25,-0.0004999999999999,0.25,1.0,0.0049,1.0,0.9978,-0.00535,0.99975,1.0,0.99955,-0.0056,1.0,0.7681,0.9,0.9244,0.5016499999999999,1.0004,0.9996,-0.0035499999999999,0.6665,1.0,0.9997,-0.0048,0.1,1.0,0.01285,-0.00405,0.99965,0.9091,0.0909,1.0033,0.8671,-0.0001,19.3571,0.0527,-0.56125,-0.0001999999999999,0.90565,1.0,0.1,0.9,0.8659,0.1,1.0002,0.1201,18.6327,1.0,0.25,-0.00065,0.10925,0.1237,0.0475,-5e-05,0.2571,0.91105,0.5005999999999999,0.00235,4
bbob,16,2,0.5009999999999999,4.223,0.99845,0.1204,-271.2088,0.25,-0.0071,0.25,1.0,0.00305,1.0,0.99945,-0.002,0.9995,1.0,1.00055,0.00715,1.0,0.75275,0.9,0.92435,0.5006,1.00025,0.99985,-0.0196,0.6657,1.0,0.9999,-0.00405,0.1,1.0,0.01065,-0.0011,0.9997,0.9091,0.0909,0.9939,0.8677,-0.00015,24.06985,0.04885,-0.55965,-0.0003999999999999,0.82125,1.0,0.1,0.9,0.8859,0.1,1.0003,0.1204,21.67585,0.99945,0.25,-0.00125,0.1095,0.1236,0.0495,-0.00045,0.2433,0.91135,0.5003,0.0039,4
bbob,16,3,0.5033000000000001,4.223,0.9987,0.1204,183.09125,0.25,-0.0141,0.25,1.0,-0.0150999999999999,1.0,0.99405,0.0035,1.0007,1.0,0.99685,-0.04015,1.0,0.7606999999999999,0.9,0.92475,0.5021,0.9988,1.00025,-0.0165,0.6649499999999999,1.0,0.99695,0.0028,0.1,1.0,0.0074,-0.039,1.00025,0.9091,0.0909,1.004,0.86685,-0.0003,20.28615,0.0534,-0.55965,-0.0003,0.8787,1.0,0.1,0.9,0.8659,0.1,0.99855,0.1204,24.302100000000003,0.99885,0.25,-0.00125,0.10955,0.12355,0.0513,-0.0007,0.21725,0.9116,0.50195,-0.01825,4
bbob,16,4,0.4985,4.223,1.00055,0.1205499999999999,-434.03865,0.25,-0.0001,0.25,1.0,0.01755,1.0,1.00585,0.0024,1.00185,1.0,1.00025,0.0033,1.0,0.7434499999999999,0.9,0.9248,0.5016499999999999,1.0014,1.00015,0.00715,0.6668,1.0,1.0008499999999998,0.0018,0.1,1.0,0.0142,0.0108,1.00015,0.9091,0.0909,0.99885,0.8682,-0.0003,16.162,0.0485499999999999,-0.561,-0.0002,0.7794,1.0,0.1,0.9,0.8859,0.1,1.0014500000000002,0.1205499999999999,14.4735,1.0,0.25,-0.0009,0.10955,0.12405,0.042,-0.00015,0.2153499999999999,0.911,0.5026999999999999,0.01815,4
bbob,16,5,0.4995,4.223,0.99955,0.1197,26.7585,0.25,0.01245,0.25,1.0,0.00665,1.0,1.00435,-0.00385,1.0035500000000002,1.0,1.0009,0.01185,1.0,0.7604,0.9,0.92465,0.50105,1.0005,0.9997,-0.0059499999999999,0.6669,1.0,1.0014500000000002,-0.0024,0.1,1.0,0.0089,0.0185,0.9998,0.9091,0.0909,1.0001,0.86775,-0.0001,17.594900000000003,0.0540999999999999,-0.56015,-0.00015,0.82555,1.0,0.1,0.9,0.8659,0.1,1.0004,0.1197,26.75925,1.001,0.25,-0.00145,0.109,0.1235,0.0485,0.0001,0.2398,0.9115,0.4993499999999999,0.00505,4
bbob,17,1,0.11845,3.3537,0.72475,0.1211,117.77685,0.13005,-3.5341,0.0899,1.45795,-2.0121,1.2605,1.50885,-1.22365,1.51535,7.0,0.79385,-2.6115000000000004,1.07925,3.69595,0.9,0.9967,0.179,0.84145,0.90355,-3.4868,0.5550999999999999,1.3879,0.79175,-1.21205,0.07205,0.86625,0.7913,-2.64315,0.9043,0.9091,0.0909,0.9941,0.7618,0.4246999999999999,28.86205,0.08515,-0.2673,0.5179499999999999,25.45015,0.77875,0.05225,0.9,0.9459,0.0662,0.8425,0.1211,27.00525,0.7215,0.1042,0.8130999999999999,0.1523,0.0781999999999999,0.0875,0.6649499999999999,21.2079,0.953,0.1187999999999999,-1.9948,1
bbob,17,2,0.1906,0.8412,0.72905,0.1204,50.1415,0.2206,-3.52925,0.1728,1.2773,-2.28635,1.0865,1.3552,-1.50515,1.16315,3.0,0.78045,-2.7809,1.01425,4.184749999999999,0.9,0.8903,0.25545,0.81985,0.88135,-3.43185,0.5912,1.1455,0.7754,-1.4871,0.10285,0.8509,0.0701499999999999,-2.85,0.8826,0.9091,0.1818,0.8644499999999999,0.8165,0.296,4.44495,0.0853,-0.2816999999999999,0.42125,30.6341,0.8854500000000001,0.08965,0.9,0.2252,0.1016499999999999,0.8226,0.1204,42.72895,0.7219,0.2036,0.72445,0.14235,0.08065,0.0896,0.51975,3.08285,0.95185,0.2198999999999999,-2.2475,1
bbob,17,3,0.1187,1.1616,0.7434000000000001,0.12015,317.97555,0.14625,-3.3153,0.1202,1.20955,-2.0236,1.0883500000000002,1.1318,-1.20925,1.08475,5.0,0.79845,-2.5532,1.0445,2.18095,0.9,0.9324,0.13475,0.84045,0.9047,-3.25025,0.57375,1.2169,0.7959,-1.1958,0.09095,0.90245,0.17375,-2.5893,0.9056,0.8182,0.0909,0.96195,0.8051,0.62595,3.95655,0.0884,-0.29705,0.67335,7.38275,0.86575,0.0753,0.9,0.3654,0.08705,0.84145,0.12015,29.2048,0.73875,0.13315,0.8625,0.1639499999999999,0.0848,0.0788,0.79735,5.0662,0.9475,0.1245,-2.00785,0
bbob,17,4,0.18575,1.0593,0.7348,0.12165,79.0848,0.18035,-3.419,0.1459,1.24125,-2.12075,1.08895,1.2505000000000002,-1.3638,1.1265999999999998,3.0,0.79225,-2.632,1.0399,4.1096,0.9,0.93925,0.23225,0.8328500000000001,0.89255,-3.35865,0.5858,1.2095,0.78965,-1.35475,0.09265,0.88075,0.15515,-2.6701,0.89305,0.9091,0.0909,0.8922000000000001,0.8179000000000001,0.37595,6.3767,0.07155,-0.2724,0.4705,28.5295,0.87225,0.07595,0.9,0.3253,0.0882,0.8351,0.12165,30.5742,0.73055,0.1661,0.7762,0.1468,0.0831,0.0756999999999999,0.6234,4.80415,0.9493,0.20875,-2.0887,1
bbob,17,5,0.2400499999999999,0.6681,0.75085,0.1197999999999999,-121.2176,0.24985,-3.26155,0.2034,1.23295,-2.1519,1.06415,1.31005,-1.4703,1.13515,3.0,0.7962,-2.5809,0.9963,7.05025,0.9,0.91355,0.3136,0.8304,0.88415,-3.1555,0.6026,1.05815,0.7927,-1.45075,0.1009,0.864,0.11535,-2.6305,0.88545,0.9091,0.0909,0.8708,0.8291,0.25415,10.9744,0.06305,-0.2092,0.3434,76.4168,0.9397,0.0955,0.9,0.0851,0.10105,0.8327,0.1197999999999999,28.28635,0.74295,0.2354,0.734,0.138,0.0849,0.07005,0.54855,3.2654,0.9485,0.2749,-2.11945,1
bbob,18,1,0.1204,14.6611,0.7383,0.1205499999999999,572.45565,0.13035,-3.3653,0.091,1.4193,-1.9159,1.24975,1.47895,-1.1796,1.471,6.0,0.8008500000000001,-2.5227000000000004,1.0728,3.99215,0.9,0.9998,0.1788,0.849,0.90705,-3.3151,0.5574,1.36085,0.79835,-1.16525,0.0721,0.8765000000000001,3.02465,-2.5588,0.908,0.9091,0.0909,1.002,0.7604,0.4242,28.6727,0.0815,-0.2667,0.51615,27.62145,0.7885,0.0525,0.9,1.5766,0.06755,0.8507,0.1205499999999999,33.09385,0.73485,0.104,0.8141499999999999,0.1525,0.07915,0.08775,0.67825,97.53065,0.95255,0.1197,-1.89165,1
bbob,18,2,0.1961999999999999,3.6776,0.7602,0.1206,143.5476,0.2286,-3.13405,0.17225,1.32815,-2.12775,1.10505,1.3546,-1.41365,1.16005,3.0,0.8003,-2.5301,1.0104,4.1483,0.9,0.9921,0.26625,0.8323,0.8886,-3.03755,0.5908,1.15745,0.79545,-1.3956,0.1028,0.8322,0.39265,-2.596,0.88985,0.9091,0.0909,0.85165,0.8204,0.2923,4.05615,0.0781999999999999,-0.2896,0.41115,30.80355,0.87525,0.0889,0.9,0.8458,0.10185,0.8359000000000001,0.1206,29.05995,0.753,0.2074,0.7195,0.14075,0.08185,0.08165,0.5173000000000001,11.6433,0.9506,0.2303,-2.0783500000000004,1
bbob,18,3,0.12505,5.0782,0.7629999999999999,0.1187999999999999,456.6089,0.15,-3.0730500000000003,0.1239,1.1934,-1.8606,1.09325,1.12285,-1.0827,1.0748,4.0,0.815,-2.34335,1.0487000000000002,2.22135,0.9,0.9956,0.14185,0.8534999999999999,0.9147,-3.0025500000000003,0.5791,1.2118000000000002,0.81245,-1.0787,0.09175,0.9129,1.00065,-2.3806,0.91485,0.8182,0.0909,0.9563,0.81035,0.6146,3.59405,0.07645,-0.30265,0.66135,7.90795,0.8724000000000001,0.0756,0.9,1.006,0.0878,0.85535,0.1187999999999999,20.43815,0.75795,0.1372,0.84765,0.16475,0.0876,0.08115,0.7888,20.556,0.94495,0.131,-1.83235,0
bbob,18,4,0.1874,4.4223,0.75425,0.1205,204.4386,0.18485,-3.2089,0.1447,1.25465,-2.0531,1.0888,1.2282,-1.32235,1.10805,3.5,0.8019499999999999,-2.5093,1.0414,4.36465,0.9,0.9963,0.23015,0.8382000000000001,0.8957999999999999,-3.1135,0.5887,1.25085,0.7981,-1.3066,0.09395,0.8693,1.1938,-2.5623,0.8968499999999999,0.9091,0.0909,0.90255,0.8168500000000001,0.3844499999999999,6.1241,0.0698999999999999,-0.26695,0.47165,30.9673,0.83005,0.07515,0.9,0.9459,0.09045,0.8402499999999999,0.1205,17.022399999999998,0.74725,0.1672,0.77245,0.14895,0.08345,0.07575,0.6294500000000001,20.17735,0.9489,0.2066,-2.02365,1
bbob,18,5,0.2328,2.6633,0.78015,0.11885,-38.93395,0.2612,-2.89615,0.1992999999999999,1.30855,-1.96955,1.0832,1.3664,-1.3656,1.1669999999999998,3.0,0.81675,-2.32105,0.9938,7.043900000000001,0.9,0.9952,0.31925,0.84475,0.8924,-2.7845000000000004,0.6051500000000001,1.04905,0.8117000000000001,-1.34195,0.1001,0.8222,0.52635,-2.3894,0.8941,0.9091,0.0909,0.8575999999999999,0.82945,0.2629,15.318650000000002,0.0798,-0.2033,0.3501499999999999,76.74425,0.9452,0.0958,0.9,0.7257,0.1008,0.8477,0.11885,30.5831,0.7718,0.24285,0.7371000000000001,0.1394,0.08555,0.08465,0.5520499999999999,15.02835,0.94755,0.2734499999999999,-1.9287,1
bbob,19,1,0.19275,2.4288,0.69965,0.12065,-41.16225,0.25,-4.0225,0.1875,1.33555,-2.9038,1.00425,2.22185,-2.0569,1.17765,2.0,0.74275,-3.25815,1.0,2.22465,0.9,0.9528,0.4277499999999999,0.77115,0.8379,-3.80445,0.56455,1.09665,0.7298,-2.03565,0.1,0.7546999999999999,0.10015,-3.4299,0.8392999999999999,0.9091,0.0909,0.5294,0.8188,0.045,1.4200499999999998,0.10825,-0.39305,0.5626500000000001,8.44105,0.91185,0.09115,0.9,0.6857,0.1,0.77835,0.12065,20.9453,0.6829,0.2491,0.7197,0.1137,0.05995,0.12035,0.1715499999999999,2.0647,0.9689,0.3642999999999999,-2.8079,1
bbob,19,2,0.19485,2.3193,0.6868000000000001,0.1207,131.43085000000002,0.25,-4.0903,0.1929,1.2968,-2.9622,0.99235,2.1714,-2.09885,1.17625,2.0,0.7301500000000001,-3.41805,1.0,2.1782,0.9,0.94555,0.42795,0.76655,0.8346,-3.96735,0.56685,1.0478,0.72355,-2.0969,0.1,0.76665,0.03325,-3.5082,0.83445,0.9091,0.0909,0.5380499999999999,0.82145,0.04655,2.1252,0.11555,-0.40095,0.5903499999999999,8.64495,0.9544,0.09545,0.9,0.6657,0.1,0.7698499999999999,0.1207,55.913250000000005,0.67765,0.25205,0.735,0.1157499999999999,0.05945,0.12525,0.1645,1.8874,0.9694,0.3632499999999999,-2.91465,1
bbob,19,3,0.1924,2.37405,0.7001,0.1200499999999999,274.6621,0.25,-4.005599999999999,0.18755,1.3332,-2.9024,1.0015,2.23065,-2.06855,1.17775,2.0,0.7417,-3.27205,1.0,2.2004,0.9,0.9489,0.42885,0.77135,0.837,-3.79905,0.5659,1.0929,0.73005,-2.04105,0.1,0.7544500000000001,0.05855,-3.4259,0.83885,0.9091,0.0909,0.526,0.8204,0.0434,1.42135,0.12015,-0.3984499999999999,0.57405,8.945450000000001,0.915,0.0915,0.9,0.6857,0.1,0.7791,0.1200499999999999,31.017250000000004,0.6844,0.2496499999999999,0.7363,0.1153,0.05975,0.13165,0.1694999999999999,1.7776,0.9692,0.3651,-2.79785,1
bbob,19,4,0.19585,2.4288,0.6950000000000001,0.1197,3.1015,0.2501,-4.0381,0.1875,1.3348,-2.9405,1.00075,2.18915,-2.0679,1.17045,3.0,0.73715,-3.32935,1.0,2.39155,0.9,0.9521,0.42815,0.7683,0.837,-3.86375,0.56505,1.0855,0.7266,-2.04895,0.1,0.75235,0.1285,-3.46985,0.8382499999999999,0.9091,0.0909,0.5338499999999999,0.8191,0.0458999999999999,1.6784,0.1055,-0.39315,0.562,10.5417,0.92125,0.0921,0.9,0.6857,0.1,0.7746,0.1197,12.7954,0.6817500000000001,0.24995,0.71295,0.11305,0.0595,0.1182,0.1659,1.62095,0.9692,0.3665,-2.85475,1
bbob,19,5,0.19065,2.3193,0.7010000000000001,0.1209,-553.1852,0.25,-3.9772,0.1864,1.3414,-2.91685,1.005,2.23865,-2.0695,1.18135,2.0,0.7401,-3.29215,1.0,2.1741,0.9,0.947,0.4284,0.7702,0.83695,-3.78685,0.5660499999999999,1.0944,0.7292,-2.0399000000000003,0.1,0.74515,0.0809,-3.43755,0.839,0.9091,0.0909,0.5266,0.82145,0.04715,1.59285,0.10285,-0.39905,0.5686,9.12195,0.91375,0.09135,0.9,0.6657,0.1,0.7774,0.1209,21.16515,0.68665,0.24895,0.73205,0.1151,0.0597,0.11605,0.17815,1.7879,0.96915,0.3626,-2.8194,1
bbob,20,1,0.11805,3703.1267,0.69375,0.12095,106819.1059,0.1899,-3.90915,0.1123,1.67795,-2.6504000000000003,1.2604,1.48375,-1.73655,1.2725499999999998,2.0,0.7464,-3.2121,1.0546,1.1911,0.9,1.0,0.17525,0.7910999999999999,0.8631500000000001,-3.87935,0.54565,1.6557,0.7441,-1.72865,0.1102,0.7464999999999999,225.817,-3.24655,0.86355,0.8182,0.0909,0.8581000000000001,0.81725,0.65985,30.61335,0.1104499999999999,-0.3457,0.9212,1.5708000000000002,0.64,0.0668499999999999,0.9,3.8488,0.10445,0.79255,0.12095,55.1305,0.6918500000000001,0.1502,0.9987,0.16735,0.0622999999999999,0.1204,0.73645,12370.6364,0.9662,0.13895,-2.6275500000000003,0
bbob,20,2,0.1187,3536.2955,0.69905,0.1211,108012.07035,0.1872,-3.87465,0.1104499999999999,1.6852,-2.55575,1.25585,1.4812,-1.68315,1.2669,3.0,0.7546999999999999,-3.1069500000000003,1.0507,1.18115,0.9,1.0,0.1766,0.7986,0.8673500000000001,-3.81205,0.5464,1.65365,0.75235,-1.6744,0.1102,0.75065,158.33175,-3.142,0.8678,0.8182,0.0909,0.8567,0.81915,0.65845,29.3233,0.1054499999999999,-0.3470499999999999,0.9202,1.536,0.6334,0.0666,0.9,3.8288,0.1048,0.7992,0.1211,78.2822,0.6947,0.1485,0.9987,0.1651,0.0631,0.1152,0.73525,12342.513,0.96565,0.13855,-2.5436,0
bbob,20,3,0.1183,3703.1267,0.6993,0.1202999999999999,107363.9977,0.18745,-3.84865,0.1114,1.6917,-2.59085,1.26325,1.4854500000000002,-1.69915,1.26215,2.0,0.7497499999999999,-3.17,1.05695,1.1935,0.9,1.0,0.1768,0.7958000000000001,0.8661,-3.8088,0.5472,1.65695,0.7483500000000001,-1.6961499999999998,0.1098,0.7548999999999999,178.40955,-3.19295,0.8661,0.8182,0.0909,0.84765,0.8175,0.65825,31.335,0.1051,-0.34925,0.9218,1.5880999999999998,0.64025,0.0662,0.9,3.8288,0.10375,0.79655,0.1202999999999999,68.10055,0.6967,0.14695,0.9987,0.16525,0.0626,0.12095,0.7338,12359.9756,0.96605,0.1403,-2.5772000000000004,0
bbob,20,4,0.11835,3877.8284,0.6938,0.12,107252.73435,0.1883,-3.9181,0.11095,1.6833,-2.64065,1.26895,1.48,-1.7385000000000002,1.2771,2.0,0.74725,-3.2022,1.0528499999999998,1.18245,0.9,1.0,0.175,0.792,0.863,-3.87845,0.54715,1.6537,0.74595,-1.7353,0.10955,0.7503,181.52065,-3.22355,0.863,0.8182,0.0909,0.85355,0.81745,0.6649,32.254400000000004,0.1151,-0.3469,0.9225,1.4926,0.6393,0.0665,0.9,3.8488,0.1043,0.7938000000000001,0.12,70.7777,0.6913499999999999,0.14805,0.9987,0.1668,0.06235,0.12825,0.7397,12406.21145,0.9663,0.13845,-2.6123000000000003,0
bbob,20,5,0.11905,3703.1267,0.69535,0.12015,107612.2206,0.1887,-3.9237,0.1127,1.67935,-2.56305,1.2476,1.47125,-1.67445,1.2589,2.0,0.75075,-3.15675,1.0555,1.21545,0.9,1.0,0.1775499999999999,0.798,0.86805,-3.85855,0.54695,1.6475499999999998,0.7495499999999999,-1.6712,0.11075,0.7435499999999999,294.5537,-3.1778,0.86805,0.8182,0.0909,0.8514999999999999,0.8185,0.6577,32.951449999999994,0.1038,-0.3493,0.9204,1.74925,0.639,0.06765,0.9,3.8488,0.10485,0.7988999999999999,0.12015,43.01015,0.69085,0.15005,0.9987,0.1657,0.0629,0.11615,0.73445,12255.04485,0.96585,0.1404,-2.54765,0
bbob,21,1,0.31665,0.4024,0.9159,0.12215,119.96055,0.25015,-1.0074,0.24035,1.04215,-1.0123,0.998,1.3140999999999998,-0.8923000000000001,1.10305,2.0,0.91645,-1.05815,1.0,-2.436,0.9,0.29265,0.4197499999999999,0.9202,0.9297,-1.06575,0.599,0.99625,0.91875,-0.89355,0.1,0.95835,0.0066,-1.03105,0.92945,0.9091,0.9091,0.8383,0.82895,0.03945,4.7213,0.0668,-0.59285,0.15495,12.28005,1.00375,0.1004,0.9,-0.0751,0.1,0.9194,0.12215,40.69465,0.9206,0.25055,0.2637,0.1143,0.09115,0.06795,0.1111,0.27065,0.94445,0.3802,-1.02145,4
bbob,21,2,0.31315,0.4213,0.91625,0.1200499999999999,77.39485,0.25,-0.98815,0.24175,1.03435,-0.9519,0.99525,1.3886,-0.86295,1.1168,2.0,0.91835,-1.03445,1.0,-2.4169,0.9,0.3053,0.4333,0.92495,0.93205,-1.0613,0.5992500000000001,0.9969,0.92115,-0.8636999999999999,0.1,0.96335,0.00745,-0.9999,0.9318,0.9091,0.9091,0.8064,0.83045,0.0279,3.7293,0.06245,-0.5921,0.14105,11.91245,1.0031,0.10035,0.9,-0.0751,0.1,0.9228,0.1200499999999999,39.38795,0.92215,0.2512,0.26075,0.11225,0.0904,0.0673999999999999,0.11845,0.26825,0.9449,0.3854999999999999,-0.9774,4
bbob,21,3,0.3153,0.4412,0.8679,0.11985,-292.41565,0.25,-1.58495,0.23775,1.0523,-1.3179,0.99925,1.4392,-1.0685,1.1312,2.0,0.8852,-1.45395,1.0,-2.2292,0.9,0.3207,0.45405,0.8962,0.9158,-1.6733,0.59485,0.9963,0.8875,-1.07425,0.1,0.949,0.01025,-1.42745,0.91515,0.9091,0.9091,0.7867,0.83135,0.02225,2.5145,0.061,-0.5985499999999999,0.1899,10.03345,1.0037,0.1004,0.9,-0.035,0.1,0.89485,0.11985,21.9057,0.8751,0.2504,0.30905,0.112,0.08715,0.06645,0.0957,0.1949,0.94835,0.40095,-1.33155,4
bbob,21,4,0.3089,0.4213,0.8893500000000001,0.1192,46.37845,0.25285,-1.3578,0.23685,1.0707,-1.19465,1.01145,1.27735,-1.0093,1.07805,2.0,0.8981,-1.29115,1.0,-2.3805,0.9,0.31135,0.3948,0.9059,0.92045,-1.4012,0.59795,0.9994,0.90095,-1.0126,0.1,0.94395,0.0242,-1.2573,0.9201,0.9091,0.9091,0.84545,0.82795,0.0703999999999999,3.31785,0.06085,-0.58975,0.20615,11.74495,1.0006,0.10005,0.9,-0.0751,0.1,0.90535,0.1192,11.9558,0.893,0.25055,0.3019,0.11805,0.0888,0.06945,0.12285,0.3183,0.94625,0.3648,-1.19935,4
bbob,21,5,0.31325,0.462,0.90195,0.1215499999999999,593.95865,0.25,-1.1882,0.2452,1.0199,-1.2323,0.99625,1.39665,-1.08835,1.1069,2.0,0.89935,-1.2746499999999998,1.0,-2.25425,0.9,0.3087499999999999,0.4363,0.90285,0.91425,-1.242,0.6001,1.0,0.90145,-1.08535,0.1,0.97535,0.0081,-1.2503,0.9143,0.9091,0.9091,0.7948,0.8325,0.0219,2.06385,0.0611499999999999,-0.6032,0.18425,10.7082,1.0,0.1,0.9,-0.0551,0.1,0.90205,0.1215499999999999,21.779200000000003,0.90635,0.251,0.2826,0.11295,0.0880499999999999,0.06755,0.0781999999999999,0.1699,0.9473,0.3957,-1.2405,4
bbob,22,1,0.2312,0.1331,0.83955,0.1204,-916.65085,0.2407,-1.98555,0.19295,1.24495,-1.5632,1.0779,1.54655,-1.2084,1.1327,8.0,0.8618,-1.7501,1.0025,-3.6513,0.9,0.2037,0.3567,0.8768,0.90475,-2.0324,0.5776,1.0469499999999998,0.8581000000000001,-1.18025,0.1001,0.8647,0.0066,-1.8008000000000002,0.9068,0.9091,0.9091,0.73505,0.7606,0.0968,2.83375,0.06895,-0.53025,0.1996,27.0116,0.9618,0.0958499999999999,0.9,-0.4354,0.09985,0.87915,0.1204,43.275000000000006,0.84355,0.2235,0.40845,0.1232,0.08015,0.0775,0.22895,0.2672,0.95395,0.31405,-1.53095,4
bbob,22,2,0.2345,0.1271,0.86185,0.11875,1083.5437000000002,0.2374,-1.6499,0.18905,1.2611,-1.4322,1.07735,1.39525,-1.1279,1.112,9.5,0.8744000000000001,-1.5909,1.0088,-3.3503,0.9,0.18545,0.3277,0.88715,0.91115,-1.75005,0.57575,1.064,0.87815,-1.1091,0.1003,0.8542000000000001,0.0086,-1.5457999999999998,0.91245,0.9091,0.9091,0.8045,0.7513,0.1322,4.673,0.06495,-0.5257000000000001,0.21715,20.74755,0.94725,0.0938499999999999,0.9,-0.4555,0.0997,0.88755,0.11875,34.10105,0.86995,0.2197,0.40065,0.12635,0.08195,0.07875,0.2384,0.28895,0.9525,0.2915999999999999,-1.4244,4
