suite,fid,iid,ela_meta.quad_simple.cond,ela_level.lda_qda_10,ic.eps.ratio,disp.diff_median_25,ela_level.lda_mda_25,nbc.dist_ratio.coeff_var,ela_meta.quad_simple.adj_r2,ela_level.qda_mda_50,pca.expl_var_PC1.cor_init,ela_meta.lin_simple.adj_r2,disp.ratio_median_02,disp.diff_mean_05,pca.expl_var.cov_init,ela_level.mmce_qda_10,ela_level.mmce_lda_50,ela_level.lda_mda_10,nbc.nn_nb.sd_ratio,disp.ratio_mean_10,disp.diff_mean_25,ela_level.mmce_mda_10,ela_level.lda_mda_50,disp.ratio_median_25,pca.expl_var_PC1.cor_x,ela_meta.quad_w_interact.adj_r2,pca.expl_var.cor_init,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_05,disp.ratio_mean_05,pca.expl_var.cor_x,ela_level.mmce_lda_25,nbc.nn_nb.mean_ratio,ela_distr.kurtosis,disp.diff_median_02,ela_level.lda_qda_50,ela_level.mmce_qda_25,disp.ratio_median_10,ela_distr.skewness,disp.diff_mean_02,disp.ratio_mean_25,nbc.nb_fitness.cor,ela_level.mmce_mda_25,ela_level.lda_qda_25,pca.expl_var_PC1.cov_x,disp.diff_median_10,ela_meta.lin_simple.coef.min,ela_level.qda_mda_25,ela_meta.lin_simple.intercept,ic.h.max,pca.expl_var.cov_x,ela_level.qda_mda_10,ic.eps.max,nbc.nn_nb.cor,pca.expl_var_PC1.cov_init,disp.diff_mean_10,disp.ratio_mean_02,ela_level.mmce_qda_50,ela_distr.number_of_peaks,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max,ela_level.mmce_mda_50,ic.m0,disp.diff_median_05,ela_level.mmce_lda_10,clustering_12_clusters
bbob,15,1,3.41535,1.4698,1.6867,-1.76645,1.2092,0.062,0.6638999999999999,0.7987,0.1566,0.4709,0.6749499999999999,-3.26925,0.0909,0.06605,0.21055,1.06455,0.11715,0.79095,-1.758,0.0917,1.1865,0.86085,0.12,0.8763000000000001,0.9091,35.28335,0.7403500000000001,0.74195,0.9,0.1915,0.9667,10.5271,-4.12575,1.48275,0.1175499999999999,0.78945,2.3807,-4.08575,0.8612,-0.3174,0.1601,1.6306500000000002,0.12,-2.6725000000000003,2.5161,0.7428,1975.0056,0.80735,0.9,0.71965,23.247,0.106,0.9998,-2.6485,0.67745,0.1407,3.0,0.64025,89.41579999999999,0.1762,0.5467500000000001,-3.2953,0.09745,0
bbob,15,2,7.0085,1.63015,1.7467,-1.59645,1.2296,0.065,0.5572,0.8378,0.15395,0.4547,0.6953499999999999,-3.08485,0.0909,0.0565,0.1779,1.0901999999999998,0.1084,0.80625,-1.58745,0.0837,1.18845,0.8742,0.1216,0.8505,0.9091,102.42795,0.7545999999999999,0.7564500000000001,0.9,0.16875,0.9642,114.7387,-3.8646,1.4238499999999998,0.10275,0.80515,6.4755,-3.8152,0.87465,-0.2375499999999999,0.1372,1.6507,0.1216,-2.4724,2.1275,0.7423500000000001,1344.6405,0.7912,0.9,0.6771,25.4921,0.09845,1.0,-2.4545000000000003,0.6988,0.12385,5.0,0.70655,210.20175,0.14915,0.5378499999999999,-3.1134500000000003,0.09115,0
bbob,15,3,8.7247,1.5666,1.967,-1.46555,1.18135,0.0672,0.5513,0.8956500000000001,0.1548,0.48325,0.6938500000000001,-2.99405,0.0909,0.0527,0.13215,1.10075,0.10565,0.8140000000000001,-1.45635,0.0744499999999999,1.1174,0.8845000000000001,0.11965,0.8186,0.9091,7.2322,0.76105,0.7636499999999999,0.9,0.14555,0.96185,91.5204,-3.88615,1.2597,0.0959,0.81195,6.9788,-3.87155,0.88505,-0.225,0.1238499999999999,1.52535,0.11965,-2.3863000000000003,50.3092,0.77645,1941.1967,0.7777000000000001,0.9,0.70475,40.421,0.0986499999999999,1.0,-2.3558,0.69435,0.10425,3.0,0.70175,364.7456,0.1158,0.53235,-3.03205,0.0824,0
bbob,15,4,3.1901,1.6179,1.5465,-1.6545999999999998,1.19335,0.06265,0.7429,0.82595,0.16065,0.5617,0.6874,-3.1347,0.0909,0.06055,0.1803,1.08725,0.1159999999999999,0.8017,-1.6468,0.0899,1.1628500000000002,0.86955,0.1210499999999999,0.9181,0.9091,60.90735,0.7493000000000001,0.75255,0.9,0.17645,0.96615,5.6745,-3.96645,1.413,0.1065,0.8001,1.8407,-3.90395,0.87,-0.3275,0.14635,1.6373,0.1210499999999999,-2.53665,1.38355,0.7306999999999999,830.6089,0.8164,0.9,0.66595,19.3324,0.1068,0.9996,-2.5121,0.6918,0.12755,2.0,0.7148000000000001,81.0353,0.15595,0.543,-3.1823,0.09805,0
bbob,15,5,2.72715,1.43025,1.6266,-1.82225,1.18995,0.0608999999999999,0.53825,0.7295499999999999,0.14425,0.33485,0.6789000000000001,-3.28065,0.0909,0.07155,0.2664999999999999,1.04525,0.1232999999999999,0.7868999999999999,-1.8095,0.0978499999999999,1.27295,0.85645,0.12005,0.81875,0.9091,49.0632,0.7377,0.741,0.9,0.21625,0.96785,27.27615,-4.0753,1.7312,0.13085,0.7853,3.5602,-4.0211,0.85715,-0.3016999999999999,0.1810999999999999,1.65395,0.12005,-2.7243500000000003,1.35925,0.72235,733.0320999999999,0.80915,0.9,0.73,20.722,0.1113,0.9998,-2.6996,0.68255,0.1528999999999999,3.0,0.5683,65.6137,0.20915,0.54955,-3.32845,0.1027,0
bbob,16,1,19.3571,1.0,0.8659,-0.00535,1.0,0.1237,-0.0001999999999999,1.0033,0.10925,-0.0001,1.0,-0.0056,0.0909,0.1,0.5016499999999999,1.0,0.0475,1.0002,-0.0048,0.1,0.99975,0.9996,0.1201,-0.00065,0.9091,18.6327,0.9997,0.99955,0.9,0.25,0.91105,0.90565,-0.0004999999999999,0.9978,0.25,1.0004,0.7681,-0.0035499999999999,0.99965,-0.56125,0.25,1.0,0.1201,0.0049,0.01285,1.0,155.3509,0.8671,0.9,1.0,4.223,0.0527,0.9244,0.00235,0.99975,0.50315,1.0,-5e-05,0.2571,0.5005999999999999,0.6665,-0.00405,0.1,0
bbob,16,2,24.06985,1.0,0.8859,-0.002,1.0,0.1236,-0.0003999999999999,0.9939,0.1095,-0.00015,0.99945,0.00715,0.0909,0.1,0.5006,1.0,0.0495,1.0003,-0.00405,0.1,0.9995,0.99985,0.1204,-0.00125,0.9091,21.67585,0.9999,1.00055,0.9,0.25,0.91135,0.82125,-0.0071,0.99945,0.25,1.00025,0.75275,-0.0196,0.9997,-0.55965,0.25,1.0,0.1204,0.00305,0.01065,1.0,-271.2088,0.8677,0.9,1.0,4.223,0.04885,0.92435,0.0039,0.99845,0.5009999999999999,1.0,-0.00045,0.2433,0.5003,0.6657,-0.0011,0.1,9
bbob,16,3,20.28615,1.0,0.8659,0.0035,1.0,0.12355,-0.0003,1.004,0.10955,-0.0003,0.99885,-0.04015,0.0909,0.1,0.5021,1.0,0.0513,0.99855,0.0028,0.1,1.0007,1.00025,0.1204,-0.00125,0.9091,24.302100000000003,0.99695,0.99685,0.9,0.25,0.9116,0.8787,-0.0141,0.99405,0.25,0.9988,0.7606999999999999,-0.0165,1.00025,-0.55965,0.25,1.0,0.1204,-0.0150999999999999,0.0074,1.0,183.09125,0.86685,0.9,1.0,4.223,0.0534,0.92475,-0.01825,0.9987,0.5033000000000001,1.0,-0.0007,0.21725,0.50195,0.6649499999999999,-0.039,0.1,0
bbob,16,4,16.162,1.0,0.8859,0.0024,1.0,0.12405,-0.0002,0.99885,0.10955,-0.0003,1.0,0.0033,0.0909,0.1,0.5016499999999999,1.0,0.042,1.0014500000000002,0.0018,0.1,1.00185,1.00015,0.1205499999999999,-0.0009,0.9091,14.4735,1.0008499999999998,1.00025,0.9,0.25,0.911,0.7794,-0.0001,1.00585,0.25,1.0014,0.7434499999999999,0.00715,1.00015,-0.561,0.25,1.0,0.1205499999999999,0.01755,0.0142,1.0,-434.03865,0.8682,0.9,1.0,4.223,0.0485499999999999,0.9248,0.01815,1.00055,0.4985,1.0,-0.00015,0.2153499999999999,0.5026999999999999,0.6668,0.0108,0.1,9
bbob,16,5,17.594900000000003,1.0,0.8659,-0.00385,1.0,0.1235,-0.00015,1.0001,0.109,-0.0001,1.001,0.01185,0.0909,0.1,0.50105,1.0,0.0485,1.0004,-0.0024,0.1,1.0035500000000002,0.9997,0.1197,-0.00145,0.9091,26.75925,1.0014500000000002,1.0009,0.9,0.25,0.9115,0.82555,0.01245,1.00435,0.25,1.0005,0.7604,-0.0059499999999999,0.9998,-0.56015,0.25,1.0,0.1197,0.00665,0.0089,1.0,26.7585,0.86775,0.9,1.0,4.223,0.0540999999999999,0.92465,0.00505,0.99955,0.4995,1.0,0.0001,0.2398,0.4993499999999999,0.6669,0.0185,0.1,2
bbob,17,1,28.86205,1.3879,0.9459,-1.22365,1.2605,0.0781999999999999,0.5179499999999999,0.9941,0.1523,0.4246999999999999,0.7215,-2.6115000000000004,0.0909,0.05225,0.179,1.07925,0.0875,0.8425,-1.21205,0.0662,1.51535,0.90355,0.1211,0.8130999999999999,0.9091,27.00525,0.79175,0.79385,0.9,0.13005,0.953,25.45015,-3.5341,1.50885,0.0899,0.84145,3.69595,-3.4868,0.9043,-0.2673,0.1042,1.45795,0.1211,-2.0121,0.7913,0.86625,117.77685,0.7618,0.9,0.77875,3.3537,0.08515,0.9967,-1.9948,0.72475,0.11845,7.0,0.6649499999999999,21.2079,0.1187999999999999,0.5550999999999999,-2.64315,0.07205,0
bbob,17,2,4.44495,1.1455,0.2252,-1.50515,1.0865,0.08065,0.42125,0.8644499999999999,0.14235,0.296,0.7219,-2.7809,0.1818,0.08965,0.25545,1.01425,0.0896,0.8226,-1.4871,0.1016499999999999,1.16315,0.88135,0.1204,0.72445,0.9091,42.72895,0.7754,0.78045,0.9,0.2206,0.95185,30.6341,-3.52925,1.3552,0.1728,0.81985,4.184749999999999,-3.43185,0.8826,-0.2816999999999999,0.2036,1.2773,0.1204,-2.28635,0.0701499999999999,0.8509,50.1415,0.8165,0.9,0.8854500000000001,0.8412,0.0853,0.8903,-2.2475,0.72905,0.1906,3.0,0.51975,3.08285,0.2198999999999999,0.5912,-2.85,0.10285,4
bbob,17,3,3.95655,1.2169,0.3654,-1.20925,1.0883500000000002,0.0848,0.67335,0.96195,0.1639499999999999,0.62595,0.73875,-2.5532,0.0909,0.0753,0.13475,1.0445,0.0788,0.84145,-1.1958,0.08705,1.08475,0.9047,0.12015,0.8625,0.8182,29.2048,0.7959,0.79845,0.9,0.14625,0.9475,7.38275,-3.3153,1.1318,0.1202,0.84045,2.18095,-3.25025,0.9056,-0.29705,0.13315,1.20955,0.12015,-2.0236,0.17375,0.90245,317.97555,0.8051,0.9,0.86575,1.1616,0.0884,0.9324,-2.00785,0.7434000000000001,0.1187,5.0,0.79735,5.0662,0.1245,0.57375,-2.5893,0.09095,0
bbob,17,4,6.3767,1.2095,0.3253,-1.3638,1.08895,0.0831,0.4705,0.8922000000000001,0.1468,0.37595,0.73055,-2.632,0.0909,0.07595,0.23225,1.0399,0.0756999999999999,0.8351,-1.35475,0.0882,1.1265999999999998,0.89255,0.12165,0.7762,0.9091,30.5742,0.78965,0.79225,0.9,0.18035,0.9493,28.5295,-3.419,1.2505000000000002,0.1459,0.8328500000000001,4.1096,-3.35865,0.89305,-0.2724,0.1661,1.24125,0.12165,-2.12075,0.15515,0.88075,79.0848,0.8179000000000001,0.9,0.87225,1.0593,0.07155,0.93925,-2.0887,0.7348,0.18575,3.0,0.6234,4.80415,0.20875,0.5858,-2.6701,0.09265,1
bbob,17,5,10.9744,1.05815,0.0851,-1.4703,1.06415,0.0849,0.3434,0.8708,0.138,0.25415,0.74295,-2.5809,0.0909,0.0955,0.3136,0.9963,0.07005,0.8327,-1.45075,0.10105,1.13515,0.88415,0.1197999999999999,0.734,0.9091,28.28635,0.7927,0.7962,0.9,0.24985,0.9485,76.4168,-3.26155,1.31005,0.2034,0.8304,7.05025,-3.1555,0.88545,-0.2092,0.2354,1.23295,0.1197999999999999,-2.1519,0.11535,0.864,-121.2176,0.8291,0.9,0.9397,0.6681,0.06305,0.91355,-2.11945,0.75085,0.2400499999999999,3.0,0.54855,3.2654,0.2749,0.6026,-2.6305,0.1009,10
bbob,18,1,28.6727,1.36085,1.5766,-1.1796,1.24975,0.07915,0.51615,1.002,0.1525,0.4242,0.73485,-2.5227000000000004,0.0909,0.0525,0.1788,1.0728,0.08775,0.8507,-1.16525,0.06755,1.471,0.90705,0.1205499999999999,0.8141499999999999,0.9091,33.09385,0.79835,0.8008500000000001,0.9,0.13035,0.95255,27.62145,-3.3653,1.47895,0.091,0.849,3.99215,-3.3151,0.908,-0.2667,0.104,1.4193,0.1205499999999999,-1.9159,3.02465,0.8765000000000001,572.45565,0.7604,0.9,0.7885,14.6611,0.0815,0.9998,-1.89165,0.7383,0.1204,6.0,0.67825,97.53065,0.1197,0.5574,-2.5588,0.0721,0
bbob,18,2,4.05615,1.15745,0.8458,-1.41365,1.10505,0.08185,0.41115,0.85165,0.14075,0.2923,0.753,-2.5301,0.0909,0.0889,0.26625,1.0104,0.08165,0.8359000000000001,-1.3956,0.10185,1.16005,0.8886,0.1206,0.7195,0.9091,29.05995,0.79545,0.8003,0.9,0.2286,0.9506,30.80355,-3.13405,1.3546,0.17225,0.8323,4.1483,-3.03755,0.88985,-0.2896,0.2074,1.32815,0.1206,-2.12775,0.39265,0.8322,143.5476,0.8204,0.9,0.87525,3.6776,0.0781999999999999,0.9921,-2.0783500000000004,0.7602,0.1961999999999999,3.0,0.5173000000000001,11.6433,0.2303,0.5908,-2.596,0.1028,1
bbob,18,3,3.59405,1.2118000000000002,1.006,-1.0827,1.09325,0.0876,0.66135,0.9563,0.16475,0.6146,0.75795,-2.34335,0.0909,0.0756,0.14185,1.0487000000000002,0.08115,0.85535,-1.0787,0.0878,1.0748,0.9147,0.1187999999999999,0.84765,0.8182,20.43815,0.81245,0.815,0.9,0.15,0.94495,7.90795,-3.0730500000000003,1.12285,0.1239,0.8534999999999999,2.22135,-3.0025500000000003,0.91485,-0.30265,0.1372,1.1934,0.1187999999999999,-1.8606,1.00065,0.9129,456.6089,0.81035,0.9,0.8724000000000001,5.0782,0.07645,0.9956,-1.83235,0.7629999999999999,0.12505,4.0,0.7888,20.556,0.131,0.5791,-2.3806,0.09175,0
bbob,18,4,6.1241,1.25085,0.9459,-1.32235,1.0888,0.08345,0.47165,0.90255,0.14895,0.3844499999999999,0.74725,-2.5093,0.0909,0.07515,0.23015,1.0414,0.07575,0.8402499999999999,-1.3066,0.09045,1.10805,0.8957999999999999,0.1205,0.77245,0.9091,17.022399999999998,0.7981,0.8019499999999999,0.9,0.18485,0.9489,30.9673,-3.2089,1.2282,0.1447,0.8382000000000001,4.36465,-3.1135,0.8968499999999999,-0.26695,0.1672,1.25465,0.1205,-2.0531,1.1938,0.8693,204.4386,0.8168500000000001,0.9,0.83005,4.4223,0.0698999999999999,0.9963,-2.02365,0.75425,0.1874,3.5,0.6294500000000001,20.17735,0.2066,0.5887,-2.5623,0.09395,0
bbob,18,5,15.318650000000002,1.04905,0.7257,-1.3656,1.0832,0.08555,0.3501499999999999,0.8575999999999999,0.1394,0.2629,0.7718,-2.32105,0.0909,0.0958,0.31925,0.9938,0.08465,0.8477,-1.34195,0.1008,1.1669999999999998,0.8924,0.11885,0.7371000000000001,0.9091,30.5831,0.8117000000000001,0.81675,0.9,0.2612,0.94755,76.74425,-2.89615,1.3664,0.1992999999999999,0.84475,7.043900000000001,-2.7845000000000004,0.8941,-0.2033,0.24285,1.30855,0.11885,-1.96955,0.52635,0.8222,-38.93395,0.82945,0.9,0.9452,2.6633,0.0798,0.9952,-1.9287,0.78015,0.2328,3.0,0.5520499999999999,15.02835,0.2734499999999999,0.6051500000000001,-2.3894,0.1001,6
bbob,19,1,1.4200499999999998,1.09665,0.6857,-2.0569,1.00425,0.05995,0.5626500000000001,0.5294,0.1137,0.045,0.6829,-3.25815,0.0909,0.09115,0.4277499999999999,1.0,0.12035,0.77835,-2.03565,0.1,1.17765,0.8379,0.12065,0.7197,0.9091,20.9453,0.7298,0.74275,0.9,0.25,0.9689,8.44105,-4.0225,2.22185,0.1875,0.77115,2.22465,-3.80445,0.8392999999999999,-0.39305,0.2491,1.33555,0.12065,-2.9038,0.10015,0.7546999999999999,-41.16225,0.8188,0.9,0.91185,2.4288,0.10825,0.9528,-2.8079,0.69965,0.19275,2.0,0.1715499999999999,2.0647,0.3642999999999999,0.56455,-3.4299,0.1,5
bbob,19,2,2.1252,1.0478,0.6657,-2.09885,0.99235,0.05945,0.5903499999999999,0.5380499999999999,0.1157499999999999,0.04655,0.67765,-3.41805,0.0909,0.09545,0.42795,1.0,0.12525,0.7698499999999999,-2.0969,0.1,1.17625,0.8346,0.1207,0.735,0.9091,55.913250000000005,0.72355,0.7301500000000001,0.9,0.25,0.9694,8.64495,-4.0903,2.1714,0.1929,0.76655,2.1782,-3.96735,0.83445,-0.40095,0.25205,1.2968,0.1207,-2.9622,0.03325,0.76665,131.43085000000002,0.82145,0.9,0.9544,2.3193,0.11555,0.94555,-2.91465,0.6868000000000001,0.19485,2.0,0.1645,1.8874,0.3632499999999999,0.56685,-3.5082,0.1,1
bbob,19,3,1.42135,1.0929,0.6857,-2.06855,1.0015,0.05975,0.57405,0.526,0.1153,0.0434,0.6844,-3.27205,0.0909,0.0915,0.42885,1.0,0.13165,0.7791,-2.04105,0.1,1.17775,0.837,0.1200499999999999,0.7363,0.9091,31.017250000000004,0.73005,0.7417,0.9,0.25,0.9692,8.945450000000001,-4.005599999999999,2.23065,0.18755,0.77135,2.2004,-3.79905,0.83885,-0.3984499999999999,0.2496499999999999,1.3332,0.1200499999999999,-2.9024,0.05855,0.7544500000000001,274.6621,0.8204,0.9,0.915,2.37405,0.12015,0.9489,-2.79785,0.7001,0.1924,2.0,0.1694999999999999,1.7776,0.3651,0.5659,-3.4259,0.1,0
bbob,19,4,1.6784,1.0855,0.6857,-2.0679,1.00075,0.0595,0.562,0.5338499999999999,0.11305,0.0458999999999999,0.6817500000000001,-3.32935,0.0909,0.0921,0.42815,1.0,0.1182,0.7746,-2.04895,0.1,1.17045,0.837,0.1197,0.71295,0.9091,12.7954,0.7266,0.73715,0.9,0.2501,0.9692,10.5417,-4.0381,2.18915,0.1875,0.7683,2.39155,-3.86375,0.8382499999999999,-0.39315,0.24995,1.3348,0.1197,-2.9405,0.1285,0.75235,3.1015,0.8191,0.9,0.92125,2.4288,0.1055,0.9521,-2.85475,0.6950000000000001,0.19585,3.0,0.1659,1.62095,0.3665,0.56505,-3.46985,0.1,7
bbob,19,5,1.59285,1.0944,0.6657,-2.0695,1.005,0.0597,0.5686,0.5266,0.1151,0.04715,0.68665,-3.29215,0.0909,0.09135,0.4284,1.0,0.11605,0.7774,-2.0399000000000003,0.1,1.18135,0.83695,0.1209,0.73205,0.9091,21.16515,0.7292,0.7401,0.9,0.25,0.96915,9.12195,-3.9772,2.23865,0.1864,0.7702,2.1741,-3.78685,0.839,-0.39905,0.24895,1.3414,0.1209,-2.91685,0.0809,0.74515,-553.1852,0.82145,0.9,0.91375,2.3193,0.10285,0.947,-2.8194,0.7010000000000001,0.19065,2.0,0.17815,1.7879,0.3626,0.5660499999999999,-3.43755,0.1,9
bbob,20,1,30.61335,1.6557,3.8488,-1.73655,1.2604,0.0622999999999999,0.9212,0.8581000000000001,0.16735,0.65985,0.6918500000000001,-3.2121,0.0909,0.0668499999999999,0.17525,1.0546,0.1204,0.79255,-1.72865,0.10445,1.2725499999999998,0.8631500000000001,0.12095,0.9987,0.8182,55.1305,0.7441,0.7464,0.9,0.1899,0.9662,1.5708000000000002,-3.90915,1.48375,0.1123,0.7910999999999999,1.1911,-3.87935,0.86355,-0.3457,0.1502,1.67795,0.12095,-2.6504000000000003,225.817,0.7464999999999999,106819.1059,0.81725,0.9,0.64,3703.1267,0.1104499999999999,1.0,-2.6275500000000003,0.69375,0.11805,2.0,0.73645,12370.6364,0.13895,0.54565,-3.24655,0.1102,0
bbob,20,2,29.3233,1.65365,3.8288,-1.68315,1.25585,0.0631,0.9202,0.8567,0.1651,0.65845,0.6947,-3.1069500000000003,0.0909,0.0666,0.1766,1.0507,0.1152,0.7992,-1.6744,0.1048,1.2669,0.8673500000000001,0.1211,0.9987,0.8182,78.2822,0.75235,0.7546999999999999,0.9,0.1872,0.96565,1.536,-3.87465,1.4812,0.1104499999999999,0.7986,1.18115,-3.81205,0.8678,-0.3470499999999999,0.1485,1.6852,0.1211,-2.55575,158.33175,0.75065,108012.07035,0.81915,0.9,0.6334,3536.2955,0.1054499999999999,1.0,-2.5436,0.69905,0.1187,3.0,0.73525,12342.513,0.13855,0.5464,-3.142,0.1102,0
bbob,20,3,31.335,1.65695,3.8288,-1.69915,1.26325,0.0626,0.9218,0.84765,0.16525,0.65825,0.6967,-3.17,0.0909,0.0662,0.1768,1.05695,0.12095,0.79655,-1.6961499999999998,0.10375,1.26215,0.8661,0.1202999999999999,0.9987,0.8182,68.10055,0.7483500000000001,0.7497499999999999,0.9,0.18745,0.96605,1.5880999999999998,-3.84865,1.4854500000000002,0.1114,0.7958000000000001,1.1935,-3.8088,0.8661,-0.34925,0.14695,1.6917,0.1202999999999999,-2.59085,178.40955,0.7548999999999999,107363.9977,0.8175,0.9,0.64025,3703.1267,0.1051,1.0,-2.5772000000000004,0.6993,0.1183,2.0,0.7338,12359.9756,0.1403,0.5472,-3.19295,0.1098,0
bbob,20,4,32.254400000000004,1.6537,3.8488,-1.7385000000000002,1.26895,0.06235,0.9225,0.85355,0.1668,0.6649,0.6913499999999999,-3.2022,0.0909,0.0665,0.175,1.0528499999999998,0.12825,0.7938000000000001,-1.7353,0.1043,1.2771,0.863,0.12,0.9987,0.8182,70.7777,0.74595,0.74725,0.9,0.1883,0.9663,1.4926,-3.9181,1.48,0.11095,0.792,1.18245,-3.87845,0.863,-0.3469,0.14805,1.6833,0.12,-2.64065,181.52065,0.7503,107252.73435,0.81745,0.9,0.6393,3877.8284,0.1151,1.0,-2.6123000000000003,0.6938,0.11835,2.0,0.7397,12406.21145,0.13845,0.54715,-3.22355,0.10955,0
bbob,20,5,32.951449999999994,1.6475499999999998,3.8488,-1.67445,1.2476,0.0629,0.9204,0.8514999999999999,0.1657,0.6577,0.69085,-3.15675,0.0909,0.06765,0.1775499999999999,1.0555,0.11615,0.7988999999999999,-1.6712,0.10485,1.2589,0.86805,0.12015,0.9987,0.8182,43.01015,0.7495499999999999,0.75075,0.9,0.1887,0.96585,1.74925,-3.9237,1.47125,0.1127,0.798,1.21545,-3.85855,0.86805,-0.3493,0.15005,1.67935,0.12015,-2.56305,294.5537,0.7435499999999999,107612.2206,0.8185,0.9,0.639,3703.1267,0.1038,1.0,-2.54765,0.69535,0.11905,2.0,0.73445,12255.04485,0.1404,0.54695,-3.1778,0.11075,0
bbob,21,1,4.7213,0.99625,-0.0751,-0.8923000000000001,0.998,0.09115,0.15495,0.8383,0.1143,0.03945,0.9206,-1.05815,0.9091,0.1004,0.4197499999999999,1.0,0.06795,0.9194,-0.89355,0.1,1.10305,0.9297,0.12215,0.2637,0.9091,40.69465,0.91875,0.91645,0.9,0.25015,0.94445,12.28005,-1.0074,1.3140999999999998,0.24035,0.9202,-2.436,-1.06575,0.92945,-0.59285,0.25055,1.04215,0.12215,-1.0123,0.0066,0.95835,119.96055,0.82895,0.9,1.00375,0.4024,0.0668,0.29265,-1.02145,0.9159,0.31665,2.0,0.1111,0.27065,0.3802,0.599,-1.03105,0.1,1
bbob,21,2,3.7293,0.9969,-0.0751,-0.86295,0.99525,0.0904,0.14105,0.8064,0.11225,0.0279,0.92215,-1.03445,0.9091,0.10035,0.4333,1.0,0.0673999999999999,0.9228,-0.8636999999999999,0.1,1.1168,0.93205,0.1200499999999999,0.26075,0.9091,39.38795,0.92115,0.91835,0.9,0.25,0.9449,11.91245,-0.98815,1.3886,0.24175,0.92495,-2.4169,-1.0613,0.9318,-0.5921,0.2512,1.03435,0.1200499999999999,-0.9519,0.00745,0.96335,77.39485,0.83045,0.9,1.0031,0.4213,0.06245,0.3053,-0.9774,0.91625,0.31315,2.0,0.11845,0.26825,0.3854999999999999,0.5992500000000001,-0.9999,0.1,1
bbob,21,3,2.5145,0.9963,-0.035,-1.0685,0.99925,0.08715,0.1899,0.7867,0.112,0.02225,0.8751,-1.45395,0.9091,0.1004,0.45405,1.0,0.06645,0.89485,-1.07425,0.1,1.1312,0.9158,0.11985,0.30905,0.9091,21.9057,0.8875,0.8852,0.9,0.25,0.94835,10.03345,-1.58495,1.4392,0.23775,0.8962,-2.2292,-1.6733,0.91515,-0.5985499999999999,0.2504,1.0523,0.11985,-1.3179,0.01025,0.949,-292.41565,0.83135,0.9,1.0037,0.4412,0.061,0.3207,-1.33155,0.8679,0.3153,2.0,0.0957,0.1949,0.40095,0.59485,-1.42745,0.1,9
bbob,21,4,3.31785,0.9994,-0.0751,-1.0093,1.01145,0.0888,0.20615,0.84545,0.11805,0.0703999999999999,0.893,-1.29115,0.9091,0.10005,0.3948,1.0,0.06945,0.90535,-1.0126,0.1,1.07805,0.92045,0.1192,0.3019,0.9091,11.9558,0.90095,0.8981,0.9,0.25285,0.94625,11.74495,-1.3578,1.27735,0.23685,0.9059,-2.3805,-1.4012,0.9201,-0.58975,0.25055,1.0707,0.1192,-1.19465,0.0242,0.94395,46.37845,0.82795,0.9,1.0006,0.4213,0.06085,0.31135,-1.19935,0.8893500000000001,0.3089,2.0,0.12285,0.3183,0.3648,0.59795,-1.2573,0.1,1
bbob,21,5,2.06385,1.0,-0.0551,-1.08835,0.99625,0.0880499999999999,0.18425,0.7948,0.11295,0.0219,0.90635,-1.2746499999999998,0.9091,0.1,0.4363,1.0,0.06755,0.90205,-1.08535,0.1,1.1069,0.91425,0.1215499999999999,0.2826,0.9091,21.779200000000003,0.90145,0.89935,0.9,0.25,0.9473,10.7082,-1.1882,1.39665,0.2452,0.90285,-2.25425,-1.242,0.9143,-0.6032,0.251,1.0199,0.1215499999999999,-1.2323,0.0081,0.97535,593.95865,0.8325,0.9,1.0,0.462,0.0611499999999999,0.3087499999999999,-1.2405,0.90195,0.31325,2.0,0.0781999999999999,0.1699,0.3957,0.6001,-1.2503,0.1,0
bbob,22,1,2.83375,1.0469499999999998,-0.4354,-1.2084,1.0779,0.08015,0.1996,0.73505,0.1232,0.0968,0.84355,-1.7501,0.9091,0.0958499999999999,0.3567,1.0025,0.0775,0.87915,-1.18025,0.09985,1.1327,0.90475,0.1204,0.40845,0.9091,43.275000000000006,0.8581000000000001,0.8618,0.9,0.2407,0.95395,27.0116,-1.98555,1.54655,0.19295,0.8768,-3.6513,-2.0324,0.9068,-0.53025,0.2235,1.24495,0.1204,-1.5632,0.0066,0.8647,-916.65085,0.7606,0.9,0.9618,0.1331,0.06895,0.2037,-1.53095,0.83955,0.2312,8.0,0.22895,0.2672,0.31405,0.5776,-1.8008000000000002,0.1001,9
bbob,22,2,4.673,1.064,-0.4555,-1.1279,1.07735,0.08195,0.21715,0.8045,0.12635,0.1322,0.86995,-1.5909,0.9091,0.0938499999999999,0.3277,1.0088,0.07875,0.88755,-1.1091,0.0997,1.112,0.91115,0.11875,0.40065,0.9091,34.10105,0.87815,0.8744000000000001,0.9,0.2374,0.9525,20.74755,-1.6499,1.39525,0.18905,0.88715,-3.3503,-1.75005,0.91245,-0.5257000000000001,0.2197,1.2611,0.11875,-1.4322,0.0086,0.8542000000000001,1083.5437000000002,0.7513,0.9,0.94725,0.1271,0.06495,0.18545,-1.4244,0.86185,0.2345,9.5,0.2384,0.28895,0.2915999999999999,0.57575,-1.5457999999999998,0.1003,0
