"suite"	"fid"	"iid"	"run_id"	"dimensions"	"cluster"	"disp.ratio_mean_02"	"disp.ratio_mean_05"	"disp.ratio_mean_10"	"disp.ratio_mean_25"	"disp.ratio_median_02"	"disp.ratio_median_05"	"disp.ratio_median_10"	"disp.ratio_median_25"	"disp.diff_mean_02"	"disp.diff_mean_05"	"disp.diff_mean_10"	"disp.diff_mean_25"	"disp.diff_median_02"	"disp.diff_median_05"	"disp.diff_median_10"	"disp.diff_median_25"	"ela_meta.lin_simple.adj_r2"	"ela_meta.lin_simple.intercept"	"ela_meta.lin_simple.coef.min"	"ela_meta.lin_simple.coef.max"	"ela_meta.lin_simple.coef.max_by_min"	"ela_meta.lin_w_interact.adj_r2"	"ela_meta.quad_simple.adj_r2"	"ela_meta.quad_simple.cond"	"ela_meta.quad_w_interact.adj_r2"	"ela_level.mmce_lda_10"	"ela_level.mmce_qda_10"	"ela_level.mmce_mda_10"	"ela_level.lda_qda_10"	"ela_level.lda_mda_10"	"ela_level.qda_mda_10"	"ela_level.mmce_lda_25"	"ela_level.mmce_qda_25"	"ela_level.mmce_mda_25"	"ela_level.lda_qda_25"	"ela_level.lda_mda_25"	"ela_level.qda_mda_25"	"ela_level.mmce_lda_50"	"ela_level.mmce_qda_50"	"ela_level.mmce_mda_50"	"ela_level.lda_qda_50"	"ela_level.lda_mda_50"	"ela_level.qda_mda_50"	"ela_distr.skewness"	"ela_distr.kurtosis"	"ela_distr.number_of_peaks"	"ic.h.max"	"ic.eps.max"	"ic.eps.ratio"	"ic.m0"	"nbc.nn_nb.sd_ratio"	"nbc.nn_nb.mean_ratio"	"nbc.nn_nb.cor"	"nbc.dist_ratio.coeff_var"	"nbc.nb_fitness.cor"	"pca.expl_var.cov_x"	"pca.expl_var.cor_x"	"pca.expl_var.cov_init"	"pca.expl_var.cor_init"	"pca.expl_var_PC1.cov_x"	"pca.expl_var_PC1.cor_x"	"pca.expl_var_PC1.cov_init"	"pca.expl_var_PC1.cor_init"	"labels"
"74"	"bbob"	15	4	15.5	10	3	0.6918	0.75255	0.8017	0.87	0.6874	0.7493	0.8001	0.86955	-3.90395	-3.1347	-2.5121	-1.6468	-3.96645	-3.1823	-2.53665	-1.6546	0.5617	830.6089	1.38355	81.0353	60.90735	0.7148	0.7429	3.1901	0.9181	0.09805	0.06055	0.0899	1.6179	1.08725	0.66595	0.17645	0.1065	0.14635	1.6373	1.19335	0.7307	0.1803	0.12755	0.15595	1.413	1.16285	0.82595	1.8407	5.6745	2	0.8164	19.3324	1.5465	0.543	0.116	0.96615	0.1068	0.06265	-0.3275	0.9	0.9	0.0909	0.9091	0.12105	0.12105	0.9996	0.16065	2
"75"	"bbob"	15	5	15.5	10	3	0.68255	0.741	0.7869	0.85715	0.6789	0.7377	0.7853	0.85645	-4.0211	-3.28065	-2.6996	-1.8095	-4.0753	-3.32845	-2.72435	-1.82225	0.33485	733.0321	1.35925	65.6137	49.0632	0.5683	0.53825	2.72715	0.81875	0.1027	0.07155	0.09785	1.43025	1.04525	0.73	0.21625	0.13085	0.1811	1.65395	1.18995	0.72235	0.2665	0.1529	0.20915	1.7312	1.27295	0.72955	3.5602	27.27615	3	0.80915	20.722	1.6266	0.54955	0.1233	0.96785	0.1113	0.0609	-0.3017	0.9	0.9	0.0909	0.9091	0.12005	0.12005	0.9998	0.14425	2
"76"	"bbob"	16	1	15.5	10	12	0.99975	0.99955	1.0002	0.99965	1	0.9997	1.0004	0.9996	-0.00355	-0.0056	0.00235	-0.0048	-5e-04	-0.00405	0.0049	-0.00535	-1e-04	155.3509	0.01285	0.2571	18.6327	-5e-05	-2e-04	19.3571	-0.00065	0.1	0.1	0.1	1	1	1	0.25	0.25	0.25	1	1	1	0.50165	0.50315	0.5006	0.9978	0.99975	1.0033	0.7681	0.90565	1	0.8671	4.223	0.8659	0.6665	0.0475	0.91105	0.0527	0.1237	-0.56125	0.9	0.9	0.0909	0.9091	0.1201	0.1201	0.9244	0.10925	3
"77"	"bbob"	16	2	15.5	10	12	0.99845	1.00055	1.0003	0.9997	0.99945	0.9999	1.00025	0.99985	-0.0196	0.00715	0.0039	-0.00405	-0.0071	-0.0011	0.00305	-0.002	-0.00015	-271.2088	0.01065	0.2433	21.67585	-0.00045	-4e-04	24.06985	-0.00125	0.1	0.1	0.1	1	1	1	0.25	0.25	0.25	1	1	1	0.5006	0.501	0.5003	0.99945	0.9995	0.9939	0.75275	0.82125	1	0.8677	4.223	0.8859	0.6657	0.0495	0.91135	0.04885	0.1236	-0.55965	0.9	0.9	0.0909	0.9091	0.1204	0.1204	0.92435	0.1095	6
"78"	"bbob"	16	3	15.5	10	12	0.9987	0.99685	0.99855	1.00025	0.99885	0.99695	0.9988	1.00025	-0.0165	-0.04015	-0.01825	0.0028	-0.0141	-0.039	-0.0151	0.0035	-3e-04	183.09125	0.0074	0.21725	24.3021	-7e-04	-3e-04	20.28615	-0.00125	0.1	0.1	0.1	1	1	1	0.25	0.25	0.25	1	1	1	0.5021	0.5033	0.50195	0.99405	1.0007	1.004	0.7607	0.8787	1	0.86685	4.223	0.8659	0.66495	0.0513	0.9116	0.0534	0.12355	-0.55965	0.9	0.9	0.0909	0.9091	0.1204	0.1204	0.92475	0.10955	8
"79"	"bbob"	16	4	15.5	10	12	1.00055	1.00025	1.00145	1.00015	1	1.00085	1.0014	1.00015	0.00715	0.0033	0.01815	0.0018	-1e-04	0.0108	0.01755	0.0024	-3e-04	-434.03865	0.0142	0.21535	14.4735	-0.00015	-2e-04	16.162	-9e-04	0.1	0.1	0.1	1	1	1	0.25	0.25	0.25	1	1	1	0.50165	0.4985	0.5027	1.00585	1.00185	0.99885	0.74345	0.7794	1	0.8682	4.223	0.8859	0.6668	0.042	0.911	0.04855	0.12405	-0.561	0.9	0.9	0.0909	0.9091	0.12055	0.12055	0.9248	0.10955	9
"80"	"bbob"	16	5	15.5	10	12	0.99955	1.0009	1.0004	0.9998	1.001	1.00145	1.0005	0.9997	-0.00595	0.01185	0.00505	-0.0024	0.01245	0.0185	0.00665	-0.00385	-1e-04	26.7585	0.0089	0.2398	26.75925	1e-04	-0.00015	17.5949	-0.00145	0.1	0.1	0.1	1	1	1	0.25	0.25	0.25	1	1	1	0.50105	0.4995	0.49935	1.00435	1.00355	1.0001	0.7604	0.82555	1	0.86775	4.223	0.8659	0.6669	0.0485	0.9115	0.0541	0.1235	-0.56015	0.9	0.9	0.0909	0.9091	0.1197	0.1197	0.92465	0.109	4
"81"	"bbob"	17	1	15.5	10	10	0.72475	0.79385	0.8425	0.9043	0.7215	0.79175	0.84145	0.90355	-3.4868	-2.6115	-1.9948	-1.21205	-3.5341	-2.64315	-2.0121	-1.22365	0.4247	117.77685	0.7913	21.2079	27.00525	0.66495	0.51795	28.86205	0.8131	0.07205	0.05225	0.0662	1.3879	1.07925	0.77875	0.13005	0.0899	0.1042	1.45795	1.2605	0.86625	0.179	0.11845	0.1188	1.50885	1.51535	0.9941	3.69595	25.45015	7	0.7618	3.3537	0.9459	0.5551	0.0875	0.953	0.08515	0.0782	-0.2673	0.9	0.9	0.0909	0.9091	0.1211	0.1211	0.9967	0.1523	4
"82"	"bbob"	17	2	15.5	10	20	0.72905	0.78045	0.8226	0.8826	0.7219	0.7754	0.81985	0.88135	-3.43185	-2.7809	-2.2475	-1.4871	-3.52925	-2.85	-2.28635	-1.50515	0.296	50.1415	0.07015	3.08285	42.72895	0.51975	0.42125	4.44495	0.72445	0.10285	0.08965	0.10165	1.1455	1.01425	0.88545	0.2206	0.1728	0.2036	1.2773	1.0865	0.8509	0.25545	0.1906	0.2199	1.3552	1.16315	0.86445	4.18475	30.6341	3	0.8165	0.8412	0.2252	0.5912	0.0896	0.95185	0.0853	0.08065	-0.2817	0.9	0.9	0.1818	0.9091	0.1204	0.1204	0.8903	0.14235	5
"83"	"bbob"	17	3	15.5	10	9	0.7434	0.79845	0.84145	0.9056	0.73875	0.7959	0.84045	0.9047	-3.25025	-2.5532	-2.00785	-1.1958	-3.3153	-2.5893	-2.0236	-1.20925	0.62595	317.97555	0.17375	5.0662	29.2048	0.79735	0.67335	3.95655	0.8625	0.09095	0.0753	0.08705	1.2169	1.0445	0.86575	0.14625	0.1202	0.13315	1.20955	1.08835	0.90245	0.13475	0.1187	0.1245	1.1318	1.08475	0.96195	2.18095	7.38275	5	0.8051	1.1616	0.3654	0.57375	0.0788	0.9475	0.0884	0.0848	-0.29705	0.9	0.9	0.0909	0.8182	0.12015	0.12015	0.9324	0.16395	4
"84"	"bbob"	17	4	15.5	10	20	0.7348	0.79225	0.8351	0.89305	0.73055	0.78965	0.83285	0.89255	-3.35865	-2.632	-2.0887	-1.35475	-3.419	-2.6701	-2.12075	-1.3638	0.37595	79.0848	0.15515	4.80415	30.5742	0.6234	0.4705	6.3767	0.7762	0.09265	0.07595	0.0882	1.2095	1.0399	0.87225	0.18035	0.1459	0.1661	1.24125	1.08895	0.88075	0.23225	0.18575	0.20875	1.2505	1.1266	0.8922	4.1096	28.5295	3	0.8179	1.0593	0.3253	0.5858	0.0757	0.9493	0.07155	0.0831	-0.2724	0.9	0.9	0.0909	0.9091	0.12165	0.12165	0.93925	0.1468	4
"85"	"bbob"	17	5	15.5	10	20	0.75085	0.7962	0.8327	0.88545	0.74295	0.7927	0.8304	0.88415	-3.1555	-2.5809	-2.11945	-1.45075	-3.26155	-2.6305	-2.1519	-1.4703	0.25415	-121.2176	0.11535	3.2654	28.28635	0.54855	0.3434	10.9744	0.734	0.1009	0.0955	0.10105	1.05815	0.9963	0.9397	0.24985	0.2034	0.2354	1.23295	1.06415	0.864	0.3136	0.24005	0.2749	1.31005	1.13515	0.8708	7.05025	76.4168	3	0.8291	0.6681	0.0851	0.6026	0.07005	0.9485	0.06305	0.0849	-0.2092	0.9	0.9	0.0909	0.9091	0.1198	0.1198	0.91355	0.138	8
"86"	"bbob"	18	1	15.5	10	10	0.7383	0.80085	0.8507	0.908	0.73485	0.79835	0.849	0.90705	-3.3151	-2.5227	-1.89165	-1.16525	-3.3653	-2.5588	-1.9159	-1.1796	0.4242	572.45565	3.02465	97.53065	33.09385	0.67825	0.51615	28.6727	0.81415	0.0721	0.0525	0.06755	1.36085	1.0728	0.7885	0.13035	0.091	0.104	1.4193	1.24975	0.8765	0.1788	0.1204	0.1197	1.47895	1.471	1.002	3.99215	27.62145	6	0.7604	14.6611	1.5766	0.5574	0.08775	0.95255	0.0815	0.07915	-0.2667	0.9	0.9	0.0909	0.9091	0.12055	0.12055	0.9998	0.1525	9
"87"	"bbob"	18	2	15.5	10	20	0.7602	0.8003	0.8359	0.88985	0.753	0.79545	0.8323	0.8886	-3.03755	-2.5301	-2.07835	-1.3956	-3.13405	-2.596	-2.12775	-1.41365	0.2923	143.5476	0.39265	11.6433	29.05995	0.5173	0.41115	4.05615	0.7195	0.1028	0.0889	0.10185	1.15745	1.0104	0.87525	0.2286	0.17225	0.2074	1.32815	1.10505	0.8322	0.26625	0.1962	0.2303	1.3546	1.16005	0.85165	4.1483	30.80355	3	0.8204	3.6776	0.8458	0.5908	0.08165	0.9506	0.0782	0.08185	-0.2896	0.9	0.9	0.0909	0.9091	0.1206	0.1206	0.9921	0.14075	10
"88"	"bbob"	18	3	15.5	10	9	0.763	0.815	0.85535	0.91485	0.75795	0.81245	0.8535	0.9147	-3.00255	-2.34335	-1.83235	-1.0787	-3.07305	-2.3806	-1.8606	-1.0827	0.6146	456.6089	1.00065	20.556	20.43815	0.7888	0.66135	3.59405	0.84765	0.09175	0.0756	0.0878	1.2118	1.0487	0.8724	0.15	0.1239	0.1372	1.1934	1.09325	0.9129	0.14185	0.12505	0.131	1.12285	1.0748	0.9563	2.22135	7.90795	4	0.81035	5.0782	1.006	0.5791	0.08115	0.94495	0.07645	0.0876	-0.30265	0.9	0.9	0.0909	0.8182	0.1188	0.1188	0.9956	0.16475	9
"89"	"bbob"	18	4	15.5	10	20	0.75425	0.80195	0.84025	0.89685	0.74725	0.7981	0.8382	0.8958	-3.1135	-2.5093	-2.02365	-1.3066	-3.2089	-2.5623	-2.0531	-1.32235	0.38445	204.4386	1.1938	20.17735	17.0224	0.62945	0.47165	6.1241	0.77245	0.09395	0.07515	0.09045	1.25085	1.0414	0.83005	0.18485	0.1447	0.1672	1.25465	1.0888	0.8693	0.23015	0.1874	0.2066	1.2282	1.10805	0.90255	4.36465	30.9673	3.5	0.81685	4.4223	0.9459	0.5887	0.07575	0.9489	0.0699	0.08345	-0.26695	0.9	0.9	0.0909	0.9091	0.1205	0.1205	0.9963	0.14895	8
"90"	"bbob"	18	5	15.5	10	20	0.78015	0.81675	0.8477	0.8941	0.7718	0.8117	0.84475	0.8924	-2.7845	-2.32105	-1.9287	-1.34195	-2.89615	-2.3894	-1.96955	-1.3656	0.2629	-38.93395	0.52635	15.02835	30.5831	0.55205	0.35015	15.31865	0.7371	0.1001	0.0958	0.1008	1.04905	0.9938	0.9452	0.2612	0.1993	0.24285	1.30855	1.0832	0.8222	0.31925	0.2328	0.27345	1.3664	1.167	0.8576	7.0439	76.74425	3	0.82945	2.6633	0.7257	0.60515	0.08465	0.94755	0.0798	0.08555	-0.2033	0.9	0.9	0.0909	0.9091	0.11885	0.11885	0.9952	0.1394	9
"91"	"bbob"	19	1	15.5	10	22	0.69965	0.74275	0.77835	0.8393	0.6829	0.7298	0.77115	0.8379	-3.80445	-3.25815	-2.8079	-2.03565	-4.0225	-3.4299	-2.9038	-2.0569	0.045	-41.16225	0.10015	2.0647	20.9453	0.17155	0.56265	1.42005	0.7197	0.1	0.09115	0.1	1.09665	1	0.91185	0.25	0.1875	0.2491	1.33555	1.00425	0.7547	0.42775	0.19275	0.3643	2.22185	1.17765	0.5294	2.22465	8.44105	2	0.8188	2.4288	0.6857	0.56455	0.12035	0.9689	0.10825	0.05995	-0.39305	0.9	0.9	0.0909	0.9091	0.12065	0.12065	0.9528	0.1137	9
"92"	"bbob"	19	2	15.5	10	22	0.6868	0.73015	0.76985	0.83445	0.67765	0.72355	0.76655	0.8346	-3.96735	-3.41805	-2.91465	-2.0969	-4.0903	-3.5082	-2.9622	-2.09885	0.04655	131.43085	0.03325	1.8874	55.91325	0.1645	0.59035	2.1252	0.735	0.1	0.09545	0.1	1.0478	1	0.9544	0.25	0.1929	0.25205	1.2968	0.99235	0.76665	0.42795	0.19485	0.36325	2.1714	1.17625	0.53805	2.1782	8.64495	2	0.82145	2.3193	0.6657	0.56685	0.12525	0.9694	0.11555	0.05945	-0.40095	0.9	0.9	0.0909	0.9091	0.1207	0.1207	0.94555	0.11575	7
"93"	"bbob"	19	3	15.5	10	22	0.7001	0.7417	0.7791	0.83885	0.6844	0.73005	0.77135	0.837	-3.79905	-3.27205	-2.79785	-2.04105	-4.0056	-3.4259	-2.9024	-2.06855	0.0434	274.6621	0.05855	1.7776	31.01725	0.1695	0.57405	1.42135	0.7363	0.1	0.0915	0.1	1.0929	1	0.915	0.25	0.18755	0.24965	1.3332	1.0015	0.75445	0.42885	0.1924	0.3651	2.23065	1.17775	0.526	2.2004	8.94545	2	0.8204	2.37405	0.6857	0.5659	0.13165	0.9692	0.12015	0.05975	-0.39845	0.9	0.9	0.0909	0.9091	0.12005	0.12005	0.9489	0.1153	1
"94"	"bbob"	19	4	15.5	10	22	0.695	0.73715	0.7746	0.83825	0.68175	0.7266	0.7683	0.837	-3.86375	-3.32935	-2.85475	-2.04895	-4.0381	-3.46985	-2.9405	-2.0679	0.0459	3.1015	0.1285	1.62095	12.7954	0.1659	0.562	1.6784	0.71295	0.1	0.0921	0.1	1.0855	1	0.92125	0.2501	0.1875	0.24995	1.3348	1.00075	0.75235	0.42815	0.19585	0.3665	2.18915	1.17045	0.53385	2.39155	10.5417	3	0.8191	2.4288	0.6857	0.56505	0.1182	0.9692	0.1055	0.0595	-0.39315	0.9	0.9	0.0909	0.9091	0.1197	0.1197	0.9521	0.11305	2
"95"	"bbob"	19	5	15.5	10	22	0.701	0.7401	0.7774	0.839	0.68665	0.7292	0.7702	0.83695	-3.78685	-3.29215	-2.8194	-2.0399	-3.9772	-3.43755	-2.91685	-2.0695	0.04715	-553.1852	0.0809	1.7879	21.16515	0.17815	0.5686	1.59285	0.73205	0.1	0.09135	0.1	1.0944	1	0.91375	0.25	0.1864	0.24895	1.3414	1.005	0.74515	0.4284	0.19065	0.3626	2.23865	1.18135	0.5266	2.1741	9.12195	2	0.82145	2.3193	0.6657	0.56605	0.11605	0.96915	0.10285	0.0597	-0.39905	0.9	0.9	0.0909	0.9091	0.1209	0.1209	0.947	0.1151	2
"96"	"bbob"	20	1	15.5	10	2	0.69375	0.7464	0.79255	0.86355	0.69185	0.7441	0.7911	0.86315	-3.87935	-3.2121	-2.62755	-1.72865	-3.90915	-3.24655	-2.6504	-1.73655	0.65985	106819.1059	225.817	12370.6364	55.1305	0.73645	0.9212	30.61335	0.9987	0.1102	0.06685	0.10445	1.6557	1.0546	0.64	0.1899	0.1123	0.1502	1.67795	1.2604	0.7465	0.17525	0.11805	0.13895	1.48375	1.27255	0.8581	1.1911	1.5708	2	0.81725	3703.1267	3.8488	0.54565	0.1204	0.9662	0.11045	0.0623	-0.3457	0.9	0.9	0.0909	0.8182	0.12095	0.12095	1	0.16735	2
"97"	"bbob"	20	2	15.5	10	2	0.69905	0.7547	0.7992	0.8678	0.6947	0.75235	0.7986	0.86735	-3.81205	-3.10695	-2.5436	-1.6744	-3.87465	-3.142	-2.55575	-1.68315	0.65845	108012.07035	158.33175	12342.513	78.2822	0.73525	0.9202	29.3233	0.9987	0.1102	0.0666	0.1048	1.65365	1.0507	0.6334	0.1872	0.11045	0.1485	1.6852	1.25585	0.75065	0.1766	0.1187	0.13855	1.4812	1.2669	0.8567	1.18115	1.536	3	0.81915	3536.2955	3.8288	0.5464	0.1152	0.96565	0.10545	0.0631	-0.34705	0.9	0.9	0.0909	0.8182	0.1211	0.1211	1	0.1651	6
"98"	"bbob"	20	3	15.5	10	2	0.6993	0.74975	0.79655	0.8661	0.6967	0.74835	0.7958	0.8661	-3.8088	-3.17	-2.5772	-1.69615	-3.84865	-3.19295	-2.59085	-1.69915	0.65825	107363.9977	178.40955	12359.9756	68.10055	0.7338	0.9218	31.335	0.9987	0.1098	0.0662	0.10375	1.65695	1.05695	0.64025	0.18745	0.1114	0.14695	1.6917	1.26325	0.7549	0.1768	0.1183	0.1403	1.48545	1.26215	0.84765	1.1935	1.5881	2	0.8175	3703.1267	3.8288	0.5472	0.12095	0.96605	0.1051	0.0626	-0.34925	0.9	0.9	0.0909	0.8182	0.1203	0.1203	1	0.16525	8
"99"	"bbob"	20	4	15.5	10	2	0.6938	0.74725	0.7938	0.863	0.69135	0.74595	0.792	0.863	-3.87845	-3.2022	-2.6123	-1.7353	-3.9181	-3.22355	-2.64065	-1.7385	0.6649	107252.73435	181.52065	12406.21145	70.7777	0.7397	0.9225	32.2544	0.9987	0.10955	0.0665	0.1043	1.6537	1.05285	0.6393	0.1883	0.11095	0.14805	1.6833	1.26895	0.7503	0.175	0.11835	0.13845	1.48	1.2771	0.85355	1.18245	1.4926	2	0.81745	3877.8284	3.8488	0.54715	0.12825	0.9663	0.1151	0.06235	-0.3469	0.9	0.9	0.0909	0.8182	0.12	0.12	1	0.1668	1
"100"	"bbob"	20	5	15.5	10	2	0.69535	0.75075	0.7989	0.86805	0.69085	0.74955	0.798	0.86805	-3.85855	-3.15675	-2.54765	-1.6712	-3.9237	-3.1778	-2.56305	-1.67445	0.6577	107612.2206	294.5537	12255.04485	43.01015	0.73445	0.9204	32.95145	0.9987	0.11075	0.06765	0.10485	1.64755	1.0555	0.639	0.1887	0.1127	0.15005	1.67935	1.2476	0.74355	0.17755	0.11905	0.1404	1.47125	1.2589	0.8515	1.21545	1.74925	2	0.8185	3703.1267	3.8488	0.54695	0.11615	0.96585	0.1038	0.0629	-0.3493	0.9	0.9	0.0909	0.8182	0.12015	0.12015	1	0.1657	7
"101"	"bbob"	21	1	15.5	10	5	0.9159	0.91645	0.9194	0.92945	0.9206	0.91875	0.9202	0.9297	-1.06575	-1.05815	-1.02145	-0.89355	-1.0074	-1.03105	-1.0123	-0.8923	0.03945	119.96055	0.0066	0.27065	40.69465	0.1111	0.15495	4.7213	0.2637	0.1	0.1004	0.1	0.99625	1	1.00375	0.25015	0.24035	0.25055	1.04215	0.998	0.95835	0.41975	0.31665	0.3802	1.3141	1.10305	0.8383	-2.436	12.28005	2	0.82895	0.4024	-0.0751	0.599	0.06795	0.94445	0.0668	0.09115	-0.59285	0.9	0.9	0.9091	0.9091	0.12215	0.12215	0.29265	0.1143	2
"102"	"bbob"	21	2	15.5	10	5	0.91625	0.91835	0.9228	0.9318	0.92215	0.92115	0.92495	0.93205	-1.0613	-1.03445	-0.9774	-0.8637	-0.98815	-0.9999	-0.9519	-0.86295	0.0279	77.39485	0.00745	0.26825	39.38795	0.11845	0.14105	3.7293	0.26075	0.1	0.10035	0.1	0.9969	1	1.0031	0.25	0.24175	0.2512	1.03435	0.99525	0.96335	0.4333	0.31315	0.3855	1.3886	1.1168	0.8064	-2.4169	11.91245	2	0.83045	0.4213	-0.0751	0.59925	0.0674	0.9449	0.06245	0.0904	-0.5921	0.9	0.9	0.9091	0.9091	0.12005	0.12005	0.3053	0.11225	1
"103"	"bbob"	21	3	15.5	10	5	0.8679	0.8852	0.89485	0.91515	0.8751	0.8875	0.8962	0.9158	-1.6733	-1.45395	-1.33155	-1.07425	-1.58495	-1.42745	-1.3179	-1.0685	0.02225	-292.41565	0.01025	0.1949	21.9057	0.0957	0.1899	2.5145	0.30905	0.1	0.1004	0.1	0.9963	1	1.0037	0.25	0.23775	0.2504	1.0523	0.99925	0.949	0.45405	0.3153	0.40095	1.4392	1.1312	0.7867	-2.2292	10.03345	2	0.83135	0.4412	-0.035	0.59485	0.06645	0.94835	0.061	0.08715	-0.59855	0.9	0.9	0.9091	0.9091	0.11985	0.11985	0.3207	0.112	1
"104"	"bbob"	21	4	15.5	10	5	0.88935	0.8981	0.90535	0.9201	0.893	0.90095	0.9059	0.92045	-1.4012	-1.29115	-1.19935	-1.0126	-1.3578	-1.2573	-1.19465	-1.0093	0.0704	46.37845	0.0242	0.3183	11.9558	0.12285	0.20615	3.31785	0.3019	0.1	0.10005	0.1	0.9994	1	1.0006	0.25285	0.23685	0.25055	1.0707	1.01145	0.94395	0.3948	0.3089	0.3648	1.27735	1.07805	0.84545	-2.3805	11.74495	2	0.82795	0.4213	-0.0751	0.59795	0.06945	0.94625	0.06085	0.0888	-0.58975	0.9	0.9	0.9091	0.9091	0.1192	0.1192	0.31135	0.11805	5
"105"	"bbob"	21	5	15.5	10	5	0.90195	0.89935	0.90205	0.9143	0.90635	0.90145	0.90285	0.91425	-1.242	-1.27465	-1.2405	-1.08535	-1.1882	-1.2503	-1.2323	-1.08835	0.0219	593.95865	0.0081	0.1699	21.7792	0.0782	0.18425	2.06385	0.2826	0.1	0.1	0.1	1	1	1	0.25	0.2452	0.251	1.0199	0.99625	0.97535	0.4363	0.31325	0.3957	1.39665	1.1069	0.7948	-2.25425	10.7082	2	0.8325	0.462	-0.0551	0.6001	0.06755	0.9473	0.06115	0.08805	-0.6032	0.9	0.9	0.9091	0.9091	0.12155	0.12155	0.30875	0.11295	2
"106"	"bbob"	22	1	15.5	10	5	0.83955	0.8618	0.87915	0.9068	0.84355	0.8581	0.8768	0.90475	-2.0324	-1.7501	-1.53095	-1.18025	-1.98555	-1.8008	-1.5632	-1.2084	0.0968	-916.65085	0.0066	0.2672	43.275	0.22895	0.1996	2.83375	0.40845	0.1001	0.09585	0.09985	1.04695	1.0025	0.9618	0.2407	0.19295	0.2235	1.24495	1.0779	0.8647	0.3567	0.2312	0.31405	1.54655	1.1327	0.73505	-3.6513	27.0116	8	0.7606	0.1331	-0.4354	0.5776	0.0775	0.95395	0.06895	0.08015	-0.53025	0.9	0.9	0.9091	0.9091	0.1204	0.1204	0.2037	0.1232	3
"107"	"bbob"	22	2	15.5	10	5	0.86185	0.8744	0.88755	0.91245	0.86995	0.87815	0.88715	0.91115	-1.75005	-1.5909	-1.4244	-1.1091	-1.6499	-1.5458	-1.4322	-1.1279	0.1322	1083.5437	0.0086	0.28895	34.10105	0.2384	0.21715	4.673	0.40065	0.1003	0.09385	0.0997	1.064	1.0088	0.94725	0.2374	0.18905	0.2197	1.2611	1.07735	0.8542	0.3277	0.2345	0.2916	1.39525	1.112	0.8045	-3.3503	20.74755	9.5	0.7513	0.1271	-0.4555	0.57575	0.07875	0.9525	0.06495	0.08195	-0.5257	0.9	0.9	0.9091	0.9091	0.11875	0.11875	0.18545	0.12635	8
"108"	"bbob"	22	3	15.5	10	5	0.91925	0.92005	0.92265	0.9294	0.93195	0.9265	0.92655	0.93	-1.0224	-1.01275	-0.97955	-0.89425	-0.8631	-0.9323	-0.93235	-0.88875	0.0741	34.39245	0.01055	0.199	19.24155	0.2158	0.13265	5.3205	0.3289	0.1	0.0972	0.1001	1.0283	0.9988	0.97135	0.2591	0.20435	0.2477	1.2642	1.0467	0.8286	0.3649	0.24325	0.31605	1.48945	1.1535	0.7779	-3.39685	22.1257	9	0.75705	0.1271	-0.4555	0.57845	0.0766	0.9507	0.07225	0.0833	-0.5327	0.9	0.9	0.9091	0.9091	0.1211	0.1211	0.1807	0.1191	7
"109"	"bbob"	22	4	15.5	10	5	0.85305	0.87425	0.8915	0.9158	0.8579	0.87625	0.8914	0.91535	-1.86105	-1.5929	-1.3747	-1.06675	-1.803	-1.57095	-1.37765	-1.07425	0.13655	381.167	0.01545	0.3297	22.0407	0.2712	0.21635	3.85475	0.4168	0.1005	0.0923	0.09995	1.0887	1.00565	0.9272	0.23905	0.19005	0.222	1.2593	1.07685	0.856	0.3331	0.2406	0.30095	1.37885	1.10935	0.80145	-3.29695	20.37835	9	0.7556	0.12425	-0.4354	0.5788	0.0831	0.95235	0.0761	0.0816	-0.52065	0.9	0.9	0.9091	0.9091	0.11995	0.11995	0.19315	0.1256	7
"110"	"bbob"	22	5	15.5	10	5	0.86635	0.87605	0.8888	0.9082	0.87105	0.87905	0.88985	0.90705	-1.69235	-1.5696	-1.4087	-1.1631	-1.6364	-1.53445	-1.39825	-1.17935	0.0645	134.86805	0.0068	0.1899	26.63295	0.17845	0.1813	5.1775	0.3504	0.1	0.09855	0.1	1.01455	1	0.985	0.2553	0.20995	0.2446	1.21545	1.04535	0.8584	0.3819	0.2415	0.3183	1.56815	1.2062	0.76935	-3.37	21.6928	9	0.76075	0.1459	-0.3954	0.5785	0.08775	0.9539	0.0805	0.07985	-0.546	0.9	0.9	0.9091	0.9091	0.1207	0.1207	0.18315	0.11735	2
"111"	"bbob"	23	1	15.5	10	6	1.00085	1.0008	1.0034	1.00065	1.00005	1.001	1.0028	1.0005	0.0111	0.0101	0.0431	0.0084	0.00065	0.0131	0.03505	0.0063	0	23.09745	0.00205	0.05205	24.9456	0	0.00015	17.40245	-0.00045	0.1	0.1	0.1	1	1	1	0.25	0.25	0.25	1	1	1	0.4994	0.4977	0.4997	0.9985	1	1.0009	0.49935	-0.13785	1	0.86925	0.9225	0.2052	0.66665	0.0448	0.91155	0.045	0.12345	-0.57125	0.9	0.9	0.9091	0.9091	0.11995	0.11995	0.34775	0.1091	1
