suite,fid,iid,run_id,dimensions,cluster,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ic.h.max,ic.eps.s,ic.eps.max,ic.eps.ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
bbob,13,4,15.5,10.0,3.0,0.6917,0.75315,0.79995,0.8653500000000001,0.68735,0.7497,0.79695,0.8642,-3.90515,-3.1272,-2.53395,-1.7053500000000001,-3.9676,-3.17675,-2.5763499999999997,-1.7236500000000001,0.4992,3034.9147000000003,1.3437999999999999,71.95365,52.15645,0.73225,0.75375,2.87585,0.9909,0.09465,0.05765,0.0867,1.61625,1.09155,0.6710499999999999,0.19979999999999998,0.1056,0.15485,1.8641999999999999,1.2748499999999998,0.6756500000000001,0.24435,0.12625,0.1846,1.9400499999999998,1.30215,0.6779,0.1555,0.07405,1.0,0.8369,2.2472,30.654,1.7067,0.54355,0.13319999999999999,0.9685,0.12329999999999999,0.05965,-0.41125,0.9,0.9,0.0909,0.9091,0.12135,0.12135,0.9996,0.15685
bbob,13,5,15.5,10.0,3.0,0.6892499999999999,0.7441,0.78935,0.85895,0.68035,0.7367,0.78445,0.85805,-3.9368499999999997,-3.24125,-2.6679,-1.7862,-4.05485,-3.3409,-2.73505,-1.80125,0.46455,2070.0062500000004,3.6426499999999997,55.4577,15.47035,0.6884,0.767,3.67295,0.99075,0.1033,0.06615,0.09855,1.5752000000000002,1.0487,0.6741,0.22145,0.11775,0.1777,1.87855,1.2381,0.65795,0.2498,0.12605,0.18569999999999998,1.96975,1.3484500000000001,0.6728,0.29245,0.1004,1.0,0.8392,2.2472,32.1001,1.7267,0.54435,0.12490000000000001,0.9698,0.11225,0.058050000000000004,-0.4208,0.9,0.9,0.0909,0.9091,0.12,0.12,0.9996,0.15365
bbob,14,1,15.5,10.0,9.0,0.7323,0.79295,0.83945,0.9001,0.7255,0.78825,0.83695,0.89895,-3.39095,-2.62265,-2.03355,-1.26545,-3.4829,-2.6864999999999997,-2.0693,-1.2821,0.64185,143.59300000000002,1.1793,27.04525,22.988300000000002,0.8635,0.7275,49.85765,0.9564,0.08145,0.047850000000000004,0.07285,1.6917,1.1135000000000002,0.6595,0.1378,0.0853,0.10894999999999999,1.607,1.2636500000000002,0.7849999999999999,0.154,0.1045,0.11995,1.4836,1.30045,0.874,2.0635000000000003,6.1240000000000006,6.0,0.77785,1.9469,5.3177,1.0661,0.5326,0.09939999999999999,0.95965,0.0978,0.0702,-0.2892,0.9,0.9,0.0909,0.8182,0.12029999999999999,0.12029999999999999,0.9974,0.16444999999999999
bbob,14,2,15.5,10.0,9.0,0.73095,0.7957,0.8423,0.9034500000000001,0.72155,0.7893,0.8385,0.90245,-3.4081,-2.5876,-1.99725,-1.2227000000000001,-3.53465,-2.67415,-2.0490500000000003,-1.23765,0.58785,39.668899999999994,1.28105,38.453649999999996,29.59955,0.85645,0.6556,10.7365,0.93835,0.09115000000000001,0.0514,0.0815,1.7689,1.10915,0.629,0.15005000000000002,0.08715,0.1116,1.72745,1.3560500000000002,0.7875,0.15075,0.0926,0.0822,1.6402,1.8624,1.1231499999999999,2.07695,6.49585,8.0,0.7639,2.027,5.5686,1.1061,0.5332,0.1015,0.959,0.09515,0.07105,-0.2807,0.9,0.9,0.0909,0.8182,0.12135,0.12135,0.9982,0.1625
bbob,14,3,15.5,10.0,3.0,0.71635,0.7804500000000001,0.82935,0.8949,0.7081999999999999,0.7741,0.8253,0.8926499999999999,-3.5923,-2.781,-2.1618500000000003,-1.3306499999999999,-3.70325,-2.86625,-2.21645,-1.3619500000000002,0.43765,207.63025,0.77635,20.1289,25.65155,0.71685,0.59395,11.305150000000001,0.9345,0.10195,0.0603,0.0947,1.6843,1.07395,0.63195,0.1915,0.10300000000000001,0.15005000000000002,1.86245,1.2684,0.6764,0.22625,0.12195,0.1583,1.8557,1.4221,0.77595,2.0651,6.594250000000001,5.0,0.788,1.8268,3.8511,0.9259,0.54355,0.11019999999999999,0.96235,0.1031,0.06725,-0.31515000000000004,0.9,0.9,0.0909,0.9091,0.12054999999999999,0.12054999999999999,0.99335,0.1513
bbob,14,4,15.5,10.0,3.0,0.7267999999999999,0.7874000000000001,0.8338,0.8962,0.72085,0.7818499999999999,0.8295,0.89395,-3.4606500000000002,-2.6934,-2.1050500000000003,-1.3153000000000001,-3.5425,-2.7672,-2.16355,-1.3458999999999999,0.4176,185.5101,0.2396,18.56925,78.8973,0.7616,0.5176499999999999,8.2131,0.8835500000000001,0.09795000000000001,0.0568,0.0907,1.7271,1.0914,0.6363,0.1896,0.10205,0.1464,1.8451499999999998,1.2868,0.6964,0.2193,0.1225,0.1513,1.80955,1.4753500000000002,0.8089,2.94855,15.0968,4.0,0.7843,1.9069,4.0328,0.9459,0.5385500000000001,0.1038,0.96185,0.09845,0.06785,-0.28890000000000005,0.9,0.9,0.0909,0.9091,0.12065000000000001,0.12065000000000001,0.9954,0.1508
bbob,14,5,15.5,10.0,9.0,0.7344,0.7948500000000001,0.8405,0.9008,0.72435,0.7885500000000001,0.8377,0.8994,-3.3643,-2.5989,-2.0204500000000003,-1.2570999999999999,-3.4984,-2.6833,-2.0599,-1.2765,0.57855,181.06259999999997,1.3415499999999998,39.88075,29.057450000000003,0.83665,0.661,30.71075,0.9464,0.0791,0.0491,0.07205,1.6065999999999998,1.09935,0.6799999999999999,0.14235,0.087,0.113,1.6311499999999999,1.25305,0.7755,0.16515,0.10715,0.11685000000000001,1.54285,1.4045999999999998,0.9278500000000001,2.31785,7.4534,5.0,0.7755,2.0871,5.5686,1.1061,0.5325500000000001,0.1079,0.95995,0.0997,0.0708,-0.27949999999999997,0.9,0.9,0.0909,0.8182,0.12125,0.12125,0.9984,0.1617
bbob,15,1,15.5,10.0,3.0,0.67745,0.74195,0.79095,0.8612,0.6749499999999999,0.7403500000000001,0.78945,0.86085,-4.08575,-3.26925,-2.6485,-1.758,-4.12575,-3.2953,-2.6725000000000003,-1.7664499999999999,0.4709,1975.0056,2.5161,89.41579999999999,35.28335,0.64025,0.6638999999999999,3.41535,0.8763000000000001,0.09745000000000001,0.06605,0.0917,1.4698,1.06455,0.71965,0.1915,0.11754999999999999,0.1601,1.6306500000000002,1.2092,0.7428,0.21055000000000001,0.1407,0.1762,1.48275,1.1865,0.7987,2.3807,10.5271,3.0,0.80735,2.5876,23.247,1.6867,0.5467500000000001,0.11715,0.9667,0.10600000000000001,0.062,-0.3174,0.9,0.9,0.0909,0.9091,0.12,0.12,0.9998,0.15660000000000002
bbob,15,2,15.5,10.0,3.0,0.6988,0.7564500000000001,0.80625,0.87465,0.6953499999999999,0.7545999999999999,0.80515,0.8742,-3.8152,-3.08485,-2.4545000000000003,-1.58745,-3.8646000000000003,-3.1134500000000003,-2.4724,-1.59645,0.4547,1344.6405,2.1275,210.20175,102.42795000000001,0.70655,0.5572,7.0085,0.8505,0.09115000000000001,0.0565,0.0837,1.63015,1.0901999999999998,0.6771,0.16875,0.10275,0.1372,1.6507,1.2296,0.7423500000000001,0.1779,0.12385,0.14915,1.4238499999999998,1.18845,0.8378,6.4755,114.7387,5.0,0.7912,2.8478,25.4921,1.7467,0.5378499999999999,0.1084,0.9642,0.09845000000000001,0.065,-0.23754999999999998,0.9,0.9,0.0909,0.9091,0.1216,0.1216,1.0,0.15395
bbob,15,3,15.5,10.0,10.0,0.69435,0.7636499999999999,0.8140000000000001,0.88505,0.6938500000000001,0.76105,0.81195,0.8845000000000001,-3.87155,-2.99405,-2.3558,-1.45635,-3.8861499999999998,-3.03205,-2.3863000000000003,-1.46555,0.48325,1941.1967,50.309200000000004,364.74559999999997,7.2322,0.70175,0.5513,8.7247,0.8186,0.0824,0.0527,0.07444999999999999,1.5666,1.10075,0.70475,0.14555,0.0959,0.12384999999999999,1.52535,1.1813500000000001,0.77645,0.13215,0.10425000000000001,0.1158,1.2597,1.1174,0.8956500000000001,6.9788,91.5204,3.0,0.7777000000000001,3.1481,40.421,1.967,0.53235,0.10565,0.96185,0.09864999999999999,0.0672,-0.225,0.9,0.9,0.0909,0.9091,0.11965,0.11965,1.0,0.1548
bbob,15,4,15.5,10.0,3.0,0.6918,0.75255,0.8017,0.87,0.6874,0.7493000000000001,0.8001,0.86955,-3.90395,-3.1347,-2.5121,-1.6468,-3.96645,-3.1822999999999997,-2.53665,-1.6545999999999998,0.5617,830.6089,1.38355,81.0353,60.907349999999994,0.7148000000000001,0.7429,3.1901,0.9181,0.09805,0.06055,0.0899,1.6179000000000001,1.08725,0.66595,0.17645,0.1065,0.14635,1.6373,1.1933500000000001,0.7306999999999999,0.18030000000000002,0.12755,0.15595,1.413,1.1628500000000002,0.82595,1.8407,5.6745,2.0,0.8164,2.4074,19.3324,1.5465,0.543,0.11599999999999999,0.9661500000000001,0.1068,0.06265000000000001,-0.3275,0.9,0.9,0.0909,0.9091,0.12104999999999999,0.12104999999999999,0.9996,0.16065000000000002
bbob,15,5,15.5,10.0,3.0,0.68255,0.741,0.7868999999999999,0.85715,0.6789000000000001,0.7377,0.7853,0.85645,-4.0211,-3.2806499999999996,-2.6996,-1.8094999999999999,-4.0753,-3.32845,-2.7243500000000003,-1.82225,0.33485,733.0320999999999,1.35925,65.6137,49.063199999999995,0.5683,0.53825,2.72715,0.81875,0.1027,0.07155,0.09784999999999999,1.43025,1.04525,0.73,0.21625,0.13085,0.18109999999999998,1.65395,1.18995,0.72235,0.26649999999999996,0.15289999999999998,0.20915,1.7311999999999999,1.27295,0.7295499999999999,3.5602,27.27615,3.0,0.80915,2.6076,20.722,1.6266,0.54955,0.12329999999999999,0.96785,0.1113,0.060899999999999996,-0.30169999999999997,0.9,0.9,0.0909,0.9091,0.12005,0.12005,0.9998,0.14425
bbob,16,1,15.5,10.0,12.0,0.99975,0.9995499999999999,1.0002,0.99965,1.0,0.9997,1.0004,0.9996,-0.0035499999999999998,-0.0056,0.0023500000000000005,-0.0048000000000000004,-0.0004999999999999999,-0.00405,0.0049,-0.005350000000000001,-0.0001,155.3509,0.01285,0.2571,18.6327,-5e-05,-0.00019999999999999998,19.3571,-0.00065,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.5016499999999999,0.50315,0.5005999999999999,0.9978,0.9997499999999999,1.0032999999999999,0.7681,0.9056500000000001,1.0,0.8671,1.4865,4.223,0.8659,0.6665,0.0475,0.91105,0.0527,0.1237,-0.56125,0.9,0.9,0.0909,0.9091,0.12010000000000001,0.12010000000000001,0.9244,0.10925
bbob,16,2,15.5,10.0,12.0,0.9984500000000001,1.00055,1.0003,0.9997,0.99945,0.9999,1.0002499999999999,0.99985,-0.0196,0.00715,0.0039,-0.004050000000000001,-0.0071,-0.0011000000000000003,0.00305,-0.002,-0.00015000000000000001,-271.2088,0.01065,0.24330000000000002,21.675849999999997,-0.00045,-0.00039999999999999996,24.069850000000002,-0.00125,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.5006,0.5009999999999999,0.5003,0.99945,0.9995,0.9939,0.75275,0.82125,1.0,0.8677,1.4665,4.223,0.8859,0.6657,0.0495,0.91135,0.048850000000000005,0.1236,-0.55965,0.9,0.9,0.0909,0.9091,0.12040000000000001,0.12040000000000001,0.92435,0.1095
bbob,16,3,15.5,10.0,12.0,0.9986999999999999,0.99685,0.99855,1.0002499999999999,0.99885,0.99695,0.9988,1.0002499999999999,-0.0165,-0.040150000000000005,-0.018250000000000002,0.0028,-0.0141,-0.039,-0.015099999999999999,0.0035000000000000005,-0.00030000000000000003,183.09125,0.0074,0.21725,24.302100000000003,-0.0007,-0.0003,20.28615,-0.00125,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.5021,0.5033000000000001,0.50195,0.99405,1.0007000000000001,1.004,0.7606999999999999,0.8787,1.0,0.86685,1.4865,4.223,0.8659,0.6649499999999999,0.0513,0.9116,0.0534,0.12355,-0.55965,0.9,0.9,0.0909,0.9091,0.12040000000000001,0.12040000000000001,0.92475,0.10955000000000001
bbob,16,4,15.5,10.0,12.0,1.00055,1.0002499999999999,1.0014500000000002,1.00015,1.0,1.0008499999999998,1.0014,1.00015,0.00715,0.0033,0.01815,0.0018,-0.00010000000000000026,0.0108,0.01755,0.0024000000000000002,-0.0003,-434.03864999999996,0.0142,0.21534999999999999,14.4735,-0.00015,-0.0002,16.162,-0.0009,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.5016499999999999,0.4985,0.5026999999999999,1.0058500000000001,1.0018500000000001,0.99885,0.7434499999999999,0.7794,1.0,0.8682,1.4865,4.223,0.8859,0.6668,0.042,0.911,0.048549999999999996,0.12405,-0.561,0.9,0.9,0.0909,0.9091,0.12054999999999999,0.12054999999999999,0.9248,0.10955000000000001
bbob,16,5,15.5,10.0,12.0,0.9995499999999999,1.0009000000000001,1.0004,0.9998,1.001,1.0014500000000002,1.0005,0.9997,-0.0059499999999999996,0.01185,0.005050000000000001,-0.0024000000000000002,0.01245,0.0185,0.00665,-0.00385,-0.0001,26.758499999999998,0.0089,0.2398,26.75925,0.0001,-0.00015000000000000001,17.594900000000003,-0.00145,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.50105,0.49950000000000006,0.49934999999999996,1.00435,1.0035500000000002,1.0001,0.7604,0.82555,1.0,0.86775,1.4865,4.223,0.8659,0.6669,0.0485,0.9115,0.054099999999999995,0.1235,-0.56015,0.9,0.9,0.0909,0.9091,0.1197,0.1197,0.92465,0.109
bbob,17,1,15.5,10.0,10.0,0.72475,0.79385,0.8425,0.9043000000000001,0.7215,0.79175,0.84145,0.9035500000000001,-3.4867999999999997,-2.6115000000000004,-1.9948000000000001,-1.21205,-3.5341,-2.64315,-2.0121,-1.2236500000000001,0.42469999999999997,117.77685,0.7913,21.2079,27.00525,0.6649499999999999,0.5179499999999999,28.86205,0.8130999999999999,0.07205,0.052250000000000005,0.06620000000000001,1.3879000000000001,1.07925,0.77875,0.13005,0.0899,0.1042,1.4579499999999999,1.2605,0.86625,0.179,0.11845,0.11879999999999999,1.50885,1.51535,0.9941,3.69595,25.45015,7.0,0.7618,2.047,3.3537,0.9459,0.5550999999999999,0.0875,0.953,0.08515,0.07819999999999999,-0.2673,0.9,0.9,0.0909,0.9091,0.1211,0.1211,0.9967,0.1523
bbob,17,2,15.5,10.0,20.0,0.72905,0.78045,0.8226,0.8826,0.7219,0.7754,0.81985,0.88135,-3.43185,-2.7809,-2.2475,-1.4870999999999999,-3.52925,-2.85,-2.28635,-1.50515,0.296,50.1415,0.07014999999999999,3.0828499999999996,42.72895,0.51975,0.42125,4.44495,0.72445,0.10285,0.08965000000000001,0.10164999999999999,1.1455,1.01425,0.8854500000000001,0.2206,0.1728,0.2036,1.2772999999999999,1.0865,0.8509,0.25545,0.1906,0.21989999999999998,1.3552,1.16315,0.8644499999999999,4.184749999999999,30.6341,3.0,0.8165,1.3063,0.8412,0.2252,0.5912,0.0896,0.95185,0.0853,0.08065,-0.28169999999999995,0.9,0.9,0.1818,0.9091,0.1204,0.1204,0.8903,0.14235
bbob,17,3,15.5,10.0,9.0,0.7434000000000001,0.79845,0.84145,0.9056,0.73875,0.7959,0.84045,0.9047000000000001,-3.25025,-2.5532,-2.00785,-1.1958,-3.3152999999999997,-2.5892999999999997,-2.0236,-1.20925,0.62595,317.97555,0.17375,5.0662,29.2048,0.79735,0.67335,3.95655,0.8625,0.09095,0.0753,0.08705,1.2168999999999999,1.0445,0.86575,0.14625,0.1202,0.13315,1.2095500000000001,1.0883500000000002,0.90245,0.13475,0.1187,0.1245,1.1318000000000001,1.08475,0.96195,2.18095,7.38275,5.0,0.8051,1.2863,1.1616,0.3654,0.57375,0.07880000000000001,0.9475,0.0884,0.0848,-0.29705000000000004,0.9,0.9,0.0909,0.8182,0.12015,0.12015,0.9324,0.16394999999999998
bbob,17,4,15.5,10.0,20.0,0.7348,0.79225,0.8351,0.89305,0.73055,0.78965,0.8328500000000001,0.89255,-3.35865,-2.6319999999999997,-2.0887000000000002,-1.3547500000000001,-3.419,-2.6700999999999997,-2.12075,-1.3638,0.37595,79.0848,0.15515,4.80415,30.574199999999998,0.6234,0.47050000000000003,6.3767,0.7762,0.09265,0.07595,0.0882,1.2095,1.0399,0.87225,0.18035,0.1459,0.1661,1.24125,1.08895,0.88075,0.23225,0.18575,0.20875,1.2505000000000002,1.1265999999999998,0.8922000000000001,4.1096,28.5295,3.0,0.8179000000000001,1.4264,1.0593,0.3253,0.5858,0.07569999999999999,0.9493,0.07155,0.0831,-0.2724,0.9,0.9,0.0909,0.9091,0.12165000000000001,0.12165000000000001,0.93925,0.1468
bbob,17,5,15.5,10.0,20.0,0.75085,0.7962,0.8327,0.88545,0.74295,0.7927,0.8304,0.88415,-3.1555,-2.5808999999999997,-2.11945,-1.45075,-3.2615499999999997,-2.6304999999999996,-2.1519,-1.4703,0.25415,-121.2176,0.11535000000000001,3.2654,28.28635,0.54855,0.3434,10.9744,0.734,0.1009,0.0955,0.10105,1.05815,0.9963,0.9397,0.24985000000000002,0.2034,0.2354,1.23295,1.06415,0.864,0.3136,0.24004999999999999,0.27490000000000003,1.31005,1.1351499999999999,0.8708,7.05025,76.4168,3.0,0.8291,1.4064,0.6681,0.0851,0.6026,0.07005,0.9485,0.06305,0.0849,-0.2092,0.9,0.9,0.0909,0.9091,0.11979999999999999,0.11979999999999999,0.91355,0.138
bbob,18,1,15.5,10.0,10.0,0.7383,0.8008500000000001,0.8507,0.9079999999999999,0.73485,0.79835,0.849,0.90705,-3.3151,-2.5227000000000004,-1.89165,-1.16525,-3.3653,-2.5587999999999997,-1.9159000000000002,-1.1796,0.4242,572.45565,3.02465,97.53065000000001,33.09385,0.67825,0.51615,28.6727,0.8141499999999999,0.0721,0.052500000000000005,0.06755,1.3608500000000001,1.0728,0.7885,0.13035,0.091,0.10400000000000001,1.4193,1.2497500000000001,0.8765000000000001,0.17880000000000001,0.12040000000000001,0.1197,1.47895,1.471,1.002,3.99215,27.62145,6.0,0.7604,2.7077,14.6611,1.5766,0.5574,0.08775,0.95255,0.0815,0.07915,-0.2667,0.9,0.9,0.0909,0.9091,0.12054999999999999,0.12054999999999999,0.9998,0.15250000000000002
bbob,18,2,15.5,10.0,20.0,0.7602,0.8003,0.8359000000000001,0.88985,0.753,0.79545,0.8323,0.8886,-3.03755,-2.5301,-2.0783500000000004,-1.3956,-3.1340500000000002,-2.596,-2.12775,-1.41365,0.2923,143.5476,0.39265,11.6433,29.05995,0.5173000000000001,0.41115,4.05615,0.7195,0.1028,0.0889,0.10185,1.1574499999999999,1.0104,0.87525,0.2286,0.17225000000000001,0.2074,1.32815,1.1050499999999999,0.8322,0.26625,0.19619999999999999,0.2303,1.3546,1.16005,0.85165,4.1483,30.80355,3.0,0.8204,1.9069,3.6776,0.8458,0.5908,0.08165,0.9506,0.07819999999999999,0.08185,-0.2896,0.9,0.9,0.0909,0.9091,0.1206,0.1206,0.9921,0.14075
bbob,18,3,15.5,10.0,9.0,0.7629999999999999,0.815,0.85535,0.9148499999999999,0.75795,0.81245,0.8534999999999999,0.9147000000000001,-3.0025500000000003,-2.34335,-1.83235,-1.0787,-3.0730500000000003,-2.3806,-1.8606,-1.0827,0.6146,456.6089,1.00065,20.556,20.43815,0.7888,0.66135,3.59405,0.84765,0.09175,0.0756,0.0878,1.2118000000000002,1.0487000000000002,0.8724000000000001,0.15,0.12390000000000001,0.1372,1.1934,1.09325,0.9129,0.14185,0.12505,0.131,1.12285,1.0748,0.9562999999999999,2.22135,7.90795,4.0,0.81035,1.9069,5.0782,1.006,0.5791,0.08115,0.94495,0.07645,0.0876,-0.30265,0.9,0.9,0.0909,0.8182,0.11879999999999999,0.11879999999999999,0.9956,0.16475
bbob,18,4,15.5,10.0,20.0,0.75425,0.8019499999999999,0.8402499999999999,0.8968499999999999,0.74725,0.7981,0.8382000000000001,0.8957999999999999,-3.1135,-2.5092999999999996,-2.02365,-1.3066,-3.2089,-2.5622999999999996,-2.0530999999999997,-1.3223500000000001,0.38444999999999996,204.4386,1.1938,20.17735,17.022399999999998,0.6294500000000001,0.47165,6.1241,0.77245,0.09395,0.07515,0.09045,1.25085,1.0413999999999999,0.83005,0.18485000000000001,0.1447,0.16720000000000002,1.25465,1.0888,0.8693,0.23015,0.1874,0.2066,1.2282,1.10805,0.90255,4.36465,30.9673,3.5,0.8168500000000001,2.0671,4.4223,0.9459,0.5887,0.07575,0.9489,0.06989999999999999,0.08345,-0.26695,0.9,0.9,0.0909,0.9091,0.1205,0.1205,0.9963,0.14895
bbob,18,5,15.5,10.0,20.0,0.78015,0.81675,0.8477,0.8941,0.7718,0.8117000000000001,0.84475,0.8924,-2.7845000000000004,-2.32105,-1.9287,-1.34195,-2.89615,-2.3894,-1.96955,-1.3656000000000001,0.2629,-38.933949999999996,0.52635,15.02835,30.583099999999998,0.5520499999999999,0.35014999999999996,15.318650000000002,0.7371000000000001,0.1001,0.0958,0.1008,1.04905,0.9938,0.9452,0.2612,0.19929999999999998,0.24285,1.3085499999999999,1.0832,0.8222,0.31925000000000003,0.2328,0.27344999999999997,1.3664,1.1669999999999998,0.8575999999999999,7.043900000000001,76.74425,3.0,0.82945,2.047,2.6633,0.7257,0.6051500000000001,0.08465,0.94755,0.07980000000000001,0.08555,-0.2033,0.9,0.9,0.0909,0.9091,0.11885,0.11885,0.9952,0.1394
bbob,19,1,15.5,10.0,22.0,0.69965,0.74275,0.77835,0.8392999999999999,0.6829,0.7298,0.77115,0.8379,-3.80445,-3.25815,-2.8079,-2.03565,-4.0225,-3.4299,-2.9038,-2.0568999999999997,0.045,-41.16225,0.10015,2.0647,20.9453,0.17154999999999998,0.5626500000000001,1.4200499999999998,0.7197,0.1,0.09115000000000001,0.1,1.09665,1.0,0.91185,0.25,0.1875,0.2491,1.33555,1.0042499999999999,0.7546999999999999,0.42774999999999996,0.19275,0.36429999999999996,2.22185,1.17765,0.5294,2.22465,8.44105,2.0,0.8188,1.4665,2.4288,0.6857,0.56455,0.12035,0.9689,0.10825,0.05995,-0.39305,0.9,0.9,0.0909,0.9091,0.12065000000000001,0.12065000000000001,0.9528,0.1137
bbob,19,2,15.5,10.0,22.0,0.6868000000000001,0.7301500000000001,0.7698499999999999,0.83445,0.67765,0.72355,0.76655,0.8346,-3.9673499999999997,-3.41805,-2.91465,-2.0968999999999998,-4.0903,-3.5082,-2.9622,-2.0988499999999997,0.04655,131.43085000000002,0.03325,1.8874,55.913250000000005,0.1645,0.5903499999999999,2.1252,0.735,0.1,0.09545000000000001,0.1,1.0478,1.0,0.9543999999999999,0.25,0.19290000000000002,0.25205,1.2968,0.9923500000000001,0.76665,0.42795,0.19485,0.36324999999999996,2.1714,1.17625,0.5380499999999999,2.1782,8.64495,2.0,0.82145,1.4464,2.3193,0.6657,0.56685,0.12525,0.9694,0.11555,0.05945,-0.40095000000000003,0.9,0.9,0.0909,0.9091,0.1207,0.1207,0.94555,0.11574999999999999
bbob,19,3,15.5,10.0,22.0,0.7001,0.7417,0.7791,0.83885,0.6844,0.73005,0.77135,0.837,-3.7990500000000003,-3.27205,-2.79785,-2.04105,-4.005599999999999,-3.4259,-2.9024,-2.06855,0.0434,274.6621,0.058550000000000005,1.7776,31.017250000000004,0.16949999999999998,0.57405,1.42135,0.7363,0.1,0.0915,0.1,1.0929,1.0,0.915,0.25,0.18755,0.24964999999999998,1.3332,1.0015,0.7544500000000001,0.42885,0.1924,0.3651,2.23065,1.17775,0.526,2.2004,8.945450000000001,2.0,0.8204,1.4464,2.37405,0.6857,0.5659,0.13165,0.9692,0.12015,0.05975,-0.39844999999999997,0.9,0.9,0.0909,0.9091,0.12004999999999999,0.12004999999999999,0.9489000000000001,0.1153
bbob,19,4,15.5,10.0,22.0,0.6950000000000001,0.73715,0.7746,0.8382499999999999,0.6817500000000001,0.7266,0.7683,0.837,-3.86375,-3.32935,-2.85475,-2.04895,-4.0381,-3.46985,-2.9405,-2.0679,0.045899999999999996,3.1014999999999997,0.1285,1.6209500000000001,12.7954,0.1659,0.562,1.6784,0.71295,0.1,0.0921,0.1,1.0855000000000001,1.0,0.92125,0.2501,0.1875,0.24995,1.3348,1.00075,0.75235,0.42815000000000003,0.19585000000000002,0.36650000000000005,2.18915,1.17045,0.5338499999999999,2.3915499999999996,10.5417,3.0,0.8191,1.4665,2.4288,0.6857,0.56505,0.1182,0.9692,0.1055,0.0595,-0.39315,0.9,0.9,0.0909,0.9091,0.1197,0.1197,0.9521,0.11305
bbob,19,5,15.5,10.0,22.0,0.7010000000000001,0.7401,0.7774,0.839,0.68665,0.7292,0.7702,0.83695,-3.7868500000000003,-3.29215,-2.8194,-2.0399000000000003,-3.9772,-3.43755,-2.91685,-2.0694999999999997,0.04715,-553.1852,0.0809,1.7879,21.16515,0.17815,0.5686,1.5928499999999999,0.73205,0.1,0.09135,0.1,1.0944,1.0,0.9137500000000001,0.25,0.1864,0.24895,1.3414000000000001,1.005,0.74515,0.4284,0.19065,0.3626,2.23865,1.1813500000000001,0.5266,2.1741,9.12195,2.0,0.82145,1.4464,2.3193,0.6657,0.5660499999999999,0.11605,0.96915,0.10285,0.0597,-0.39905,0.9,0.9,0.0909,0.9091,0.12090000000000001,0.12090000000000001,0.9470000000000001,0.11510000000000001
bbob,20,1,15.5,10.0,2.0,0.69375,0.7464,0.79255,0.86355,0.6918500000000001,0.7441,0.7910999999999999,0.8631500000000001,-3.87935,-3.2121,-2.6275500000000003,-1.72865,-3.90915,-3.24655,-2.6504000000000003,-1.73655,0.65985,106819.1059,225.817,12370.6364,55.1305,0.73645,0.9212,30.613349999999997,0.9987,0.1102,0.06684999999999999,0.10445,1.6557,1.0546,0.64,0.1899,0.1123,0.1502,1.67795,1.2604,0.7464999999999999,0.17525,0.11805,0.13895000000000002,1.4837500000000001,1.2725499999999998,0.8581000000000001,1.1911,1.5708000000000002,2.0,0.81725,4.5495,3703.1267,3.8488,0.54565,0.12040000000000001,0.9662,0.11044999999999999,0.062299999999999994,-0.3457,0.9,0.9,0.0909,0.8182,0.12095,0.12095,1.0,0.16735
